0 0 0 ..CC.MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... 
1 1 0 ..CC.MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. L99 
1 1 0 ..CC.MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 
1 1 0 ..CC.M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... D99 
1 1 0 ...CCMDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C99 
1 1 0 CC...MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C98 
1 1 0 .CC..MDD.K.MAA.K.NIEEL.NI.JLGGHHJ... C99 
2 2 0 .CCK.MDD.K.MAA...NIEEL.NI.JLGGHHJ... C99 K99 
2 2 0 .CC..MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C99 L99 
2 2 0 CC...MDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C98 L99 
2 2 0 ...CCMDD.K.MAA.K.NIEE..NI.JLGGHHJL.. C99 L99 
2 2 0 ..CC.M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. D99 L99 
2 2 0 ..CC.MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 L99 
2 2 0 ..CC.MDD...MAA.K.NIEEK.NI.JLGGHHJL.. K99 L99 
2 2 0 ..CC.MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. E99 L99 
2 2 0 ..CC.MDD.K.MAA.K.NI..EENI.JLGGHHJL.. E98 L99 
2 2 0 .CC..MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 
2 2 0 CC...MDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C98 
2 2 0 ...CCMDD.K.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 
2 2 0 ..CC.M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 D99 
2 2 0 ..CC.MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 I99 
2 2 0 .CC..M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C99 D99 
2 2 0 CC...M.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C98 D99 
2 2 0 ...CCM.DDK.MAA.K.NIEEL.NI.JLGGHHJ... C99 D99 
2 2 0 CC.K.MDD.K.MAA...NIEEL.NI.JLGGHHJ... C98 K99 
3 3 0 CC.K.MDD.K.MAA.L.NIEEL.NI.J.GGHHJ... C98 K99 L99 
3 3 0 CC.K.MDD.K.M...AANIEEL.NI.JLGGHHJ... A97 C98 K99 
3 3 0 CC.K.MDD.K.M..AA.NIEEL.NI.JLGGHHJ... A98 C98 K99 
3 3 0 .CCK.M.DDK.MAA...NIEEL.NI.JLGGHHJ... C99 D99 K99 
3 3 0 .CCK.MDD.K.M.AA..NIEEL.NI.JLGGHHJ... A99 C99 K99 
3 3 0 .CCK.MDD.K.M..AA.NIEEL.NI.JLGGHHJ... A98 C99 K99 
3 3 0 .CCK.MDD.K.M...AANIEEL.NI.JLGGHHJ... A97 C99 K99 
3 3 0 .CCK.MDD.K.MAA.L.NIEEL.NI.J.GGHHJ... C99 K99 L99 
3 3 0 .CCK.MDD.K.MAA...NIEE..NI.JLGGHHJL.. C99 K99 L99 
3 3 0 .CC..M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C99 D99 L99 
3 3 0 .CC..MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C99 L99 
3 3 0 .CC..MDD...MAA.K.NIEEK.NI.JLGGHHJL.. C99 K99 L99 
3 3 0 .CC..MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C99 E99 L99 
3 3 0 .CC..MDD.K.MAA.K.NI..EENI.JLGGHHJL.. C99 E98 L99 
3 3 0 CC...M.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C98 D99 L99 
3 3 0 CC.K.MDD.K.MAA...NIEE..NI.JLGGHHJL.. C98 K99 L99 
3 3 0 CC...MDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C98 L99 
3 3 0 CC...MDD...MAA.K.NIEEK.NI.JLGGHHJL.. C98 K99 L99 
3 3 0 CC...MDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C98 E99 L99 
3 3 0 CC...MDD.K.MAA.K.NI..EENI.JLGGHHJL.. C98 E98 L99 
3 3 0 ...CCM.DDK.MAA.K.NIEE..NI.JLGGHHJL.. C99 D99 L99 
3 3 0 ...CCMDD.K.M.AAK.NIEE..NI.JLGGHHJL.. A99 C99 L99 
3 3 0 ...CCMDD...MAA.K.NIEEK.NI.JLGGHHJL.. C99 K99 L99 
3 3 0 ...CCMDD.K.MAA.K.NI.EE.NI.JLGGHHJL.. C99 E99 L99 
3 3 0 ...CCMDD.K.MAA.K.NI..EENI.JLGGHHJL.. C99 E98 L99 
3 3 0 ..CC.M.DDK.M.AAK.NIEE..NI.JLGGHHJL.. A99 D99 L99 
3 3 0 ..CC.M.DD..MAA.K.NIEEK.NI.JLGGHHJL.. D99 K99 L99 
3 3 0 ..CC.M.DDK.MAA.K.NI.EE.NI.JLGGHHJL.. D99 E99 L99 
3 3 0 ..CC.M.DDK.MAA.K.NI..EENI.JLGGHHJL.. D99 E98 L99 
3 3 0 ..CC.MDD...M.AAK.NIEEK.NI.JLGGHHJL.. A99 K99 L99 
3 3 0 ..CC.MDD.K.MIAAK.NIEE..N..JLGGHHJL.. A99 I99 L99 
3 3 0 ..CC.MDD.K.M.AAK.NI.EE.NI.JLGGHHJL.. A99 E99 L99 
3 3 0 ..CC.MDD.K.M.AAK.NI..EENI.JLGGHHJL.. A99 E98 L99 
3 3 0 ..CC.M..DD.MAA.K.NIEEK.NI.JLGGHHJL.. D98 K99 L99 
3 3 0 ..CC.M...DDMAA.K.NIEEK.NI.JLGGHHJL.. D97 K99 L99 
3 3 0 ..CC.MDD.K.MAA.K.NI.JEENI.JLGGHH.L.. E98 J99 L99 
3 3 0 ..CC.MDD.K.MAAJK.NI.JEENI..LGGHH.L.. E98 J98 L99 
3 3 0 ..CC.MDDJK.MAAJK.NI..EENI..LGGHH.L.. E98 J97 L99 
3 3 0 .CC..M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 D99 
3 3 0 .CC..MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C99 I99 
3 3 0 CC...M.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C98 D99 
3 3 0 CC.K.MDD.K.M.AA..NIEEL.NI.JLGGHHJ... A99 C98 K99 
3 3 0 CC...MDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C98 I99 
3 3 0 ...CCM.DDK.M.AAK.NIEEL.NI.JLGGHHJ... A99 C99 D99 
3 3 0 ...CCMDD.K.MIAAK.NIEEL.N..JLGGHHJ... A99 C99 I99 
3 3 0 ..CC.M.DDK.MIAAK.NIEEL.N..JLGGHHJ... A99 D99 I99 
3 3 0 ..CC.MIDDK.MIAAK.N.EEL.N..JLGGHHJ... A99 D99 I98 
3 3 0 I.CC.MIDDK.M.AAK.N.EEL.N..JLGGHHJ... A99 D99 I97 
3 3 0 CC.K.M.DDK.MAA...NIEEL.NI.JLGGHHJ... C98 D99 K99 
7 7 0 ..JCCMDDJK.MIAAK.NIEE..N...LGGHH.L.. A99 C99 E96 I99 J96 L99 
7 7 0 ..JCCMDDJK.MIAAK.NI..EEN...LGG.HHL.. A99 C99 E98 H99 I99 J96 L99 
7 7 0 ..JCCMDDJK.M.AAK.NI.EE.NI..LGG.HHL.. A99 C99 E97 H99 J96 L99 
7 7 0 ..JCCMDDJ..M.AAK.NIEEK.NI..LGGHH.L.. A99 C99 E96 J96 K99 L99 
7 7 0 ..JCCMDDJK.M.AAK.NIEEL.NI..LGGHH.... A99 C99 E96 J96 L98 
7 7 0 ..JCCMDDJK.M.AAK.NIEE..NI..LGG.HHL.. A99 C99 E96 H99 J96 L99 
7 7 0 ..JCCMDDJK.M.AAK.N...EENI..LGGIHHL.. A99 C99 E98 H99 I99 J96 L99 
7 7 0 ..JCCMDDJK.MAA.K.N..EE.NI..LGGIHHL.. C99 E97 H99 I99 J96 L99 
7 7 0 ..JCCMDDJ..MAA.K.NIEEK.NI..LGG.HHL.. C99 E96 H99 J96 K99 L99 
7 7 0 ..JCCMDDJK.MAA.K.NIEEL.NI..LGG.HH... C99 E96 H99 J96 L98 
7 7 0 ..JCCMDDJK.MAA.K.NIEEL.NI..LGG..HH.. C99 E96 H98 J96 L98 
7 7 0 ..JCCMDDJK.MAA.K.NIEEL.NI..LGG...HH. C99 E96 H97 J96 L98 
7 7 0 ..JCCMDDJK.MAA.K.NIEEL.NI..LGG....HH C99 E96 H96 J96 L98 
7 7 0 ..JCCMDDJK.MAA.K.N.EE..NI..LGGIHHL.. C99 E96 H99 I99 J96 L99 
7 7 0 ..JCCMDDJK.MAA.K.NEE...NI..LGGIHHL.. C99 E95 H99 I99 J96 L99 
7 7 0 ..CC.MIDD..MIAAK.NEEJK.N..JLGGHH.L.. A99 D99 E99 I98 J99 K99 L99 
7 7 0 I.CC.MIDD..MAA.K.NEE.K.N..JLGGHHJL.. A98 D99 E99 I97 K99 L99 
7 7 0 ..CC.M.DDK.MIAAK.NI.JEEN..JLGG.HHL.. A99 D99 E98 H99 I99 J99 L99 
7 7 0 ..CC.MIDDK.MIAAK.NEEJ..N..JLGG.HHL.. A99 D99 E99 H99 I98 J99 L99 
7 7 0 ..CC.MIDDK.MIAAK.N..JEEN..JLGG.HHL.. A99 D99 E98 H99 I98 J99 L99 
7 7 0 I.CC.MIDDK.MAA.K.N..JEEN..JLGGHH.L.. A98 D99 E98 I97 J99 L99 
7 7 0 I.CC.MIDDK.MAAJK.N..JEEN...LGGHH.L.. A98 D99 E98 I97 J98 L99 
7 7 0 I.CC.MIDDK.M.AAK.N..JEEN..JLGG.HHL.. A99 D99 E98 H99 I97 J99 L99 
7 7 0 ..CC.M.DDK.M.AAK.N..JEENI.JLGGIHHL.. A99 D99 E98 H99 I99 J99 L99 
7 7 0 ..CC.MI.DD.MIAAK.NEEJK.N..JLGGHH.L.. A99 D98 E99 I98 J99 K99 L99 
7 7 0 I.CC.MI.DD.MAA.K.NEE.K.N..JLGGHHJL.. A98 D98 E99 I97 K99 L99 
7 7 0 I.CC.MI.DD.M.AAK.NEEJK.N..JLGGHH.L.. A99 D98 E99 I97 J99 K99 L99 
7 7 0 ..CC.MI..DDMIAAK.NEEJK.N..JLGGHH.L.. A99 D97 E99 I98 J99 K99 L99 
7 7 0 I.CC.MI..DDMAA.K.NEE.K.N..JLGGHHJL.. A98 D97 E99 I97 K99 L99 
7 7 0 I.CC.MI..DDM.AAK.NEEJK.N..JLGGHH.L.. A99 D97 E99 I97 J99 K99 L99 
7 7 0 ..CC.MDDJ..MAAJK.N.EEK.NI..LGGIHHL.. E96 H99 I99 J97 K99 L99 
7 7 0 ..CC.MDDJK.MAAJK.N.EEL.NI..LGGIHH... E96 H99 I99 J97 L98 
7 7 0 ..CC.MDDJK.MAAJK.N.EEL.NI..LGGI.HH.. E96 H98 I99 J97 L98 
7 7 0 ..CC.MDDJK.MAAJK.N.EEL.NI..LGGI..HH. E96 H97 I99 J97 L98 
7 7 0 ..CC.MDDJK.MAAJK.N.EEL.NI..LGGI...HH E96 H96 I99 J97 L98 
7 7 0 ..CC.MDDJK.MAAJK.NIEE..NI..LGG...LHH E96 H96 J97 L97 
7 7 0 ..CC.MDD.K.MAAJK.NEEJ..NI..LGGIHHL.. E95 H99 I99 J96 L99 
7 7 0 ..CC.MDD.K.MAA.K.NEEJ..NI.JLGGIHHL.. E95 H99 I99 J95 L99 
7 7 0 ..CC.MDDJ..MAAJK.NEE.K.NI..LGGIHHL.. E95 H99 I99 J97 K99 L99 
7 7 0 ..CC.MDDJK.MAAJK.NEE.L.NI..LGGIHH... E95 H99 I99 J97 L98 
7 7 0 .CC..MIDDK.MIAAK.NEEJL.N..JLGG.HH... A99 C99 D99 E99 H99 I98 J99 
7 7 0 .CC..MIDDK.MIAAK.NEEJL.N..JLGG..HH.. A99 C99 D99 E99 H98 I98 J99 
7 7 0 .CC..MIDDK.MIAAK.NEEJL.N..JLGG...HH. A99 C99 D99 E99 H97 I98 J99 
7 7 0 .CC..MIDDK.MIAAK.NEEJL.N..JLGG....HH A99 C99 D99 E99 H96 I98 J99 
7 7 0 CC.K.MIDDK.MIAA..NEEJL.N..JLGGHH.... A99 C98 D99 E99 I98 J99 K99 
7 7 0 CC...MIDDK.MIAAK.NEEJL.N..JLGG.HH... A99 C98 D99 E99 H99 I98 J99 
7 7 0 CC...MIDDK.MIAAK.NEEJL.N..JLGG..HH.. A99 C98 D99 E99 H98 I98 J99 
7 7 0 CC...MIDDK.MIAAK.NEEJL.N..JLGG...HH. A99 C98 D99 E99 H97 I98 J99 
7 7 0 CC...MIDDK.MIAAK.NEEJL.N..JLGG....HH A99 C98 D99 E99 H96 I98 J99 
7 7 0 ...CCMIDDK.MIAAK.NEEJL.N..JLGG.HH... A99 C99 D99 E99 H99 I98 J99 
7 7 0 ...CCMIDDK.MIAAK.NEEJL.N..JLGG..HH.. A99 C99 D99 E99 H98 I98 J99 
7 7 0 ...CCMIDDK.MIAAK.NEEJL.N..JLGG...HH. A99 C99 D99 E99 H97 I98 J99 
7 7 0 ...CCMIDDK.MIAAK.NEEJL.N..JLGG....HH A99 C99 D99 E99 H96 I98 J99 
7 7 0 ..CC.MIDDK.MIAAK.NEE.L.N..JLGG..JHH. A99 D99 E99 H97 I98 J98 
8 8 0 ..CC.MIDDK.MIAAK.N.EEL.N..JLGG..JHH. A99 D99 E98 H97 I98 J98 
8 8 0 .CC..MIDDK.MIAAK.NEEJ..N..JLGG...LHH A99 C99 D99 E99 H96 I98 J99 L99 
8 8 0 CC...MIDDK.MIAAK.NEEJ..N..JLGG...LHH A99 C98 D99 E99 H96 I98 J99 L99 
8 8 0 ...CCMIDDK.MIAAK.NEEJ..N..JLGG...LHH A99 C99 D99 E99 H96 I98 J99 L99 
8 8 0 ..CC.MIDD..MIAAK.NEEJK.N..JLGG...LHH A99 D99 E99 H96 I98 J99 K99 L99 
8 8 0 ..CC.MIDDK.MIAAK.NEE...N..JLGG..JLHH A99 D99 E99 H96 I98 J98 L99 
8 8 0 .CC..MIDDK.MIAAK.NEE.L.N..JLGG..J.HH A99 C99 D99 E99 H96 I98 J98 
8 8 0 CC...MIDDK.MIAAK.NEE.L.N..JLGG..J.HH A99 C98 D99 E99 H96 I98 J98 
8 8 0 ...CCMIDDK.MIAAK.NEE.L.N..JLGG..J.HH A99 C99 D99 E99 H96 I98 J98 
8 8 0 ..CC.MIDDK.MIAAK.N.EEL.N..JLGG..J.HH A99 D99 E98 H96 I98 J98 
8 8 0 ICCK.MIDDK.MAAJ..NEEJL.N...LGGHH.... A98 C99 D99 E99 I97 J98 K99 
8 8 0 ICC..MIDDK.MAAJK.NEEJ..N...LGGHH.L.. A98 C99 D99 E99 I97 J98 L99 
8 8 0 ICC..MIDDK.MAAJK.NEEJL.N...LGG.HH... A98 C99 D99 E99 H99 I97 J98 
8 8 0 ICC..MIDDK.MAAJK.NEEJL.N...LGG..HH.. A98 C99 D99 E99 H98 I97 J98 
8 8 0 ICC..MIDDK.MAAJK.NEEJL.N...LGG...HH. A98 C99 D99 E99 H97 I97 J98 
8 8 0 ICC..MIDDK.MAAJK.NEEJL.N...LGG....HH A98 C99 D99 E99 H96 I97 J98 
8 8 0 I..CCMIDDK.MAAJK.NEEJ..N...LGGHH.L.. A98 C99 D99 E99 I97 J98 L99 
8 8 0 I..CCMIDDK.MAAJK.NEEJL.N...LGG.HH... A98 C99 D99 E99 H99 I97 J98 
8 8 0 I..CCMIDDK.MAAJK.NEEJL.N...LGG..HH.. A98 C99 D99 E99 H98 I97 J98 
8 8 0 I..CCMIDDK.MAAJK.NEEJL.N...LGG...HH. A98 C99 D99 E99 H97 I97 J98 
8 8 0 I..CCMIDDK.MAAJK.NEEJL.N...LGG....HH A98 C99 D99 E99 H96 I97 J98 
8 8 0 I.CC.MIDD..MAAJK.NEEJK.N...LGGHH.L.. A98 D99 E99 I97 J98 K99 L99 
8 8 0 I.CC.MIDDK.MAAJK.NEEJ..N...LGG.HHL.. A98 D99 E99 H99 I97 J98 L99 
8 8 0 I.CC.MIDDK.MAA.K.NEE.L.N..JLGG..JHH. A98 D99 E99 H97 I97 J96 
8 8 0 I.CC.MIDDK.MAA.K.NEE.L.N..JLGG..J.HH A98 D99 E99 H96 I97 J96 
8 8 0 I.CC.MIDDK.MAAJK.NEEJ..N...LGG...LHH A98 D99 E99 H96 I97 J98 L99 
8 8 0 ICCK.MIDDK.MAA...NEEJL.N..JLGGHH.... A98 C99 D99 E99 I97 J99 K99 
8 8 0 ICCK.MIDDK.M.AAL.NEEJL.N..J.GGHH.... A99 C99 D99 E99 I97 J99 K99 L99 
8 8 0 ICCK.MIDDK.M.AA..NEEJ..N..JLGGHH.L.. A99 C99 D99 E99 I97 J99 K99 L99 
8 8 0 ICCK.MIDDK.M.AA..NEEJL.N..JLGG.HH... A99 C99 D99 E99 H99 I97 J99 K99 
8 8 0 ICCK.MIDDK.M.AA..NEEJL.N..JLGG..HH.. A99 C99 D99 E99 H98 I97 J99 K99 
8 8 0 ICCK.MIDDK.M.AA..NEEJL.N..JLGG...HH. A99 C99 D99 E99 H97 I97 J99 K99 
8 8 0 ICCK.MIDDK.M.AA..NEEJL.N..JLGG....HH A99 C99 D99 E99 H96 I97 J99 K99 
8 8 0 ICC..MIDDK.MAA.K.NEEJ..N..JLGGHH.L.. A98 C99 D99 E99 I97 J99 L99 
8 8 0 ICC..MIDDK.MAA.K.NEEJL.N..JLGG.HH... A98 C99 D99 E99 H99 I97 J99 
8 8 0 ICC..MIDDK.MAA.K.NEEJL.N..JLGG..HH.. A98 C99 D99 E99 H98 I97 J99 
8 8 0 ICC..MIDDK.MAA.K.NEEJL.N..JLGG...HH. A98 C99 D99 E99 H97 I97 J99 
8 8 0 ICC..MIDDK.MAA.K.NEEJL.N..JLGG....HH A98 C99 D99 E99 H96 I97 J99 
8 8 0 ICC..MIDD..M.AAK.NEEJK.N..JLGGHH.L.. A99 C99 D99 E99 I97 J99 K99 L99 
8 8 0 ICC..MIDDK.M.AAK.NEEJ..N..JLGG.HHL.. A99 C99 D99 E99 H99 I97 J99 L99 
8 8 0 ICC..MIDDK.M.AAK.NEE.L.N..JLGG..JHH. A99 C99 D99 E99 H97 I97 J98 
8 8 0 ICC..MIDDK.M.AAK.NEE.L.N..JLGG..J.HH A99 C99 D99 E99 H96 I97 J98 
8 8 0 ICC..MIDDK.M.AAK.NEEJ..N..JLGG...LHH A99 C99 D99 E99 H96 I97 J99 L99 
8 8 0 I..CCMIDDK.MAA.K.NEEJ..N..JLGGHH.L.. A98 C99 D99 E99 I97 J99 L99 
8 8 0 I..CCMIDDK.MAA.K.NEEJL.N..JLGG.HH... A98 C99 D99 E99 H99 I97 J99 
8 8 0 I..CCMIDDK.MAA.K.NEEJL.N..JLGG..HH.. A98 C99 D99 E99 H98 I97 J99 
8 8 0 I..CCMIDDK.MAA.K.NEEJL.N..JLGG...HH. A98 C99 D99 E99 H97 I97 J99 
8 8 0 I..CCMIDDK.MAA.K.NEEJL.N..JLGG....HH A98 C99 D99 E99 H96 I97 J99 
8 8 0 I..CCMIDD..M.AAK.NEEJK.N..JLGGHH.L.. A99 C99 D99 E99 I97 J99 K99 L99 
8 8 0 I..CCMIDDK.M.AAK.NEEJ..N..JLGG.HHL.. A99 C99 D99 E99 H99 I97 J99 L99 
8 8 0 I..CCMIDDK.M.AAK.NEE.L.N..JLGG..JHH. A99 C99 D99 E99 H97 I97 J98 
8 8 0 I..CCMIDDK.M.AAK.NEE.L.N..JLGG..J.HH A99 C99 D99 E99 H96 I97 J98 
8 8 0 I..CCMIDDK.M.AAK.NEEJ..N..JLGG...LHH A99 C99 D99 E99 H96 I97 J99 L99 
8 8 0 I.CC.MIDD..MAA.K.NEEJK.N..JLGGHH.L.. A98 D99 E99 I97 J99 K99 L99 
8 8 0 I.CC.MIDDK.MAA.K.NEEJ..N..JLGG.HHL.. A98 D99 E99 H99 I97 J99 L99 
8 8 0 I.CC.MIDDK.MAA.K.NEEJ..N..JLGG...LHH A98 D99 E99 H96 I97 J99 L99 
8 8 0 I.CC.MIDD..M.AAK.NEEJK.N..JLGG.HHL.. A99 D99 E99 H99 I97 J99 K99 L99 
8 8 0 I.CC.MIDDK.M.AAK.N.EEL.N..JLGG..JHH. A99 D99 E98 H97 I97 J98 
8 8 0 I.CC.MIDDK.M.AAK.N.EEL.N..JLGG..J.HH A99 D99 E98 H96 I97 J98 
8 8 0 I.CC.MIDDK.M.AAK.NEE...N..JLGG..JLHH A99 D99 E99 H96 I97 J98 L99 
8 8 0 I.CC.MIDD..M.AAK.NEEJK.N..JLGG...LHH A99 D99 E99 H96 I97 J99 K99 L99 
8 8 0 CC.K.M.DDK.MIAAL..IEEL.N..JGGNHHJ... A99 C98 D99 G99 I99 K99 L99 N99 
8 8 0 CC.K.M.DDK.MIAAL..IEEL....JGGNHHJ..N A99 C98 D99 G99 I99 K99 L99 N98 
8 8 0 CC.K.MIDDK.MIAAL.NEEJL.N..J.GGHH.... A99 C98 D99 E99 I98 J99 K99 L99 
8 8 0 CC.K.MIDDK.MIAAL.NEE.L.N..JGG.HHJ... A99 C98 D99 E99 G99 I98 K99 L99 
8 8 0 CC.K.MIDDK.MIAAL...EEL.N..JGGNHHJ... A99 C98 D99 G99 I98 K99 L99 N99 
8 8 0 CC.K.MIDDK.MIAAL...EEL....JGGNHHJ..N A99 C98 D99 G99 I98 K99 L99 N98 
8 8 0 CC.K...DDK.M.AAL.MIEEL.NI.JGGNHHJ... A99 C98 D99 G99 K99 L99 M99 N99 
8 8 0 CC.K...DDK.M.AAL.MIEEL..I.JGGNHHJ..N A99 C98 D99 G99 K99 L99 M99 N98 
8 8 0 CC.K...DDK...AAL.MIEEL.MI.JGGNHHJ..N A99 C98 D99 G99 K99 L99 M98 N98 
8 8 0 CC.K..DD.K.MIAAL.MIEEL.N..JGGNHHJ... A99 C98 G99 I99 K99 L99 M99 N99 
8 8 0 CC.K..DD.K.MIAAL.MIEEL....JGGNHHJ..N A99 C98 G99 I99 K99 L99 M99 N98 
8 8 0 CC.K..DD.K..IAAL.MIEEL.M..JGGNHHJ..N A99 C98 G99 I99 K99 L99 M98 N98 
8 8 0 CC.K.M.DDK.MI..AANI.JEEN..JLGGHH.L.. A97 C98 D99 E98 I99 J99 K99 L99 
8 8 0 CC.K.M.DDK.MI.JAANI.JEEN...LGGHH.L.. A97 C98 D99 E98 I99 J98 K99 L99 
8 8 0 CC.K.MIDDK.MI..AANEEJ..N..JLGGHH.L.. A97 C98 D99 E99 I98 J99 K99 L99 
8 8 0 CC.K.MIDDK.MI..AANEEJL.N..JLGG.HH... A97 C98 D99 E99 H99 I98 J99 K99 
8 8 0 CC.K.MIDDK.MI..AANEEJL.N..JLGG..HH.. A97 C98 D99 E99 H98 I98 J99 K99 
8 8 0 CC.K.MIDDK.MI..AANEEJL.N..JLGG...HH. A97 C98 D99 E99 H97 I98 J99 K99 
8 8 0 CC.K.MIDDK.MI..AANEEJL.N..JLGG....HH A97 C98 D99 E99 H96 I98 J99 K99 
8 8 0 CC.K.MIDDK.MI.JAANEEJ..N...LGGHH.L.. A97 C98 D99 E99 I98 J98 K99 L99 
8 8 0 CC.K.MIDDK.MI.JAANEEJL.N...LGG.HH... A97 C98 D99 E99 H99 I98 J98 K99 
8 8 0 CC.K.MIDDK.MI.JAANEEJL.N...LGG..HH.. A97 C98 D99 E99 H98 I98 J98 K99 
8 8 0 CC.K.MIDDK.MI.JAANEEJL.N...LGG...HH. A97 C98 D99 E99 H97 I98 J98 K99 
8 8 0 CC.K.MIDDK.MI.JAANEEJL.N...LGG....HH A97 C98 D99 E99 H96 I98 J98 K99 
8 8 0 CC.K.MIDDK.MI..AAN..JEEN..JLGGHH.L.. A97 C98 D99 E98 I98 J99 K99 L99 
8 8 0 CC.K.MIDDK.MI.JAAN..JEEN...LGGHH.L.. A97 C98 D99 E98 I98 J98 K99 L99 
8 8 0 CC.K.M.DDK.M...AANI.JEENI.JLGG.HHL.. A97 C98 D99 E98 H99 J99 K99 L99 
8 8 0 CC.K.M.DDK.M..JAANI.JEENI..LGG.HHL.. A97 C98 D99 E98 H99 J98 K99 L99 
8 8 0 CC.K.MDD.K.MI..AANI.JEEN..JLGG.HHL.. A97 C98 E98 H99 I99 J99 K99 L99 
8 8 0 CC.K.MDD.K.MI.JAANI.JEEN...LGG.HHL.. A97 C98 E98 H99 I99 J98 K99 L99 
8 8 0 CC.K.MDDJK.MI.JAANI.EE.N...LGGHH.L.. A97 C98 E97 I99 J97 K99 L99 
8 8 0 CC.K.MDDJK.MI.JAANIEE..N...LGGHH.L.. A97 C98 E96 I99 J97 K99 L99 
8 8 0 CC.K.MDDJK.MI.JAANI..EEN...LGG.HHL.. A97 C98 E98 H99 I99 J97 K99 L99 
8 8 0 CCJK.MDDJK.MI..AANI.EE.N...LGGHH.L.. A97 C98 E97 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.MI..AANIEE..N...LGGHH.L.. A97 C98 E96 I99 J96 K99 L99 
8 8 0 CCJK.MDDJK.MI..AANI..EEN...LGG.HHL.. A97 C98 E98 H99 I99 J96 K99 L99 
8 8 0 CC.K.MDD.K.M...AAN..JEENI.JLGGIHHL.. A97 C98 E98 H99 I99 J99 K99 L99 
8 8 0 CC.K.MDD.K.M..JAAN..JEENI..LGGIHHL.. A97 C98 E98 H99 I99 J98 K99 L99 
8 8 0 CC.K.MDDJK.M..JAANI.EE.NI..LGG.HHL.. A97 C98 E97 H99 J97 K99 L99 
8 8 0 CC.K.MDDJK.M..JAANIEEL.NI..LGGHH.... A97 C98 E96 J97 K99 L98 
8 8 0 CC.K.MDDJK.M..JAANIEE..NI..LGG.HHL.. A97 C98 E96 H99 J97 K99 L99 
8 8 0 CC.K.MDDJK.M..JAAN...EENI..LGGIHHL.. A97 C98 E98 H99 I99 J97 K99 L99 
8 8 0 CCJK.MDDJK.M...AANI.EE.NI..LGG.HHL.. A97 C98 E97 H99 J96 K99 L99 
8 8 0 CCJK.MDDJK.M...AANIEEL.NI..LGGHH.... A97 C98 E96 J96 K99 L98 
8 8 0 CCJK.MDDJK.M...AANIEE..NI..LGG.HHL.. A97 C98 E96 H99 J96 K99 L99 
8 8 0 CCJK.MDDJK.M...AAN...EENI..LGGIHHL.. A97 C98 E98 H99 I99 J96 K99 L99 
8 8 0 CC.K.M.DDK.MI.AA.NI.JEEN..JLGGHH.L.. A98 C98 D99 E98 I99 J99 K99 L99 
8 8 0 CC.K.MIDDK.MI.AA.NEEJ..N..JLGGHH.L.. A98 C98 D99 E99 I98 J99 K99 L99 
8 8 0 CC.K.MIDDK.MI.AA.NEEJL.N..JLGG.HH... A98 C98 D99 E99 H99 I98 J99 K99 
8 8 0 CC.K.MIDDK.MI.AA.NEEJL.N..JLGG..HH.. A98 C98 D99 E99 H98 I98 J99 K99 
8 8 0 CC.K.MIDDK.MI.AA.NEEJL.N..JLGG...HH. A98 C98 D99 E99 H97 I98 J99 K99 
8 8 0 CC.K.MIDDK.MI.AA.NEEJL.N..JLGG....HH A98 C98 D99 E99 H96 I98 J99 K99 
8 8 0 CC.K.MIDDK.MI.AA.N..JEEN..JLGGHH.L.. A98 C98 D99 E98 I98 J99 K99 L99 
8 8 0 CC.K.M.DDK.M..AA.NI.JEENI.JLGG.HHL.. A98 C98 D99 E98 H99 J99 K99 L99 
8 8 0 CC.K.MDD.K.MI.AA.NI.JEEN..JLGG.HHL.. A98 C98 E98 H99 I99 J99 K99 L99 
