5 0 5 .BBBCCDDJ..LI.JAALIEEE.LI..KFF.HHK.. 
5 0 5 .BBBCCDDJ..LI.JAALIEEE.LI..KFFHH.K.. H99 
5 0 5 .BBBCCDDJ..LI.JAALI.EEELI..KFFHH.K.. E99 H99 
5 0 5 BBB.CCDDJ..LI.JAALI.EEELI..KFFHH.K.. B99 E99 H99 
5 0 5 BBB.CCDDJ..LI.JAALI.EEELI..KFF.HHK.. B99 E99 H98 
5 0 5 BBB.CCDDJ..L..JAALI.EEELI..KFFIHHK.. B99 E99 H98 I99 
5 0 5 BBB.CCDDJ..L..JAALIEEE.LI..KFFIHHK.. B99 E98 H98 I99 
5 0 5 BBBCC.DDJ..L..JAALIEEE.LI..KFFIHHK.. B99 C99 E98 H98 I99 
5 0 5 BBBCC.DDJ..LI.JAALIEEE.LI..KFF.HHK.. B99 C99 E98 H98 I98 
5 0 5 BBBCC.DDJ..LI.JAALIEEE.LI..KFFHH.K.. B99 C99 E98 H97 I98 
5 0 5 BBBCCLDDJ..LI.JAALIEEE..I..KFFHH.K.. B99 C99 E98 H97 I98 L99 
5 0 5 BBBCCLDDJ..LI.JAALI..EEEI..KFFHH.K.. B99 C99 E96 H97 I98 L99 
5 0 5 BBBCCLDDJ..LI.JAALI..EEEI..KFF.HHK.. B99 C99 E96 H96 I98 L99 
5 0 5 BBBCCLDDJ..L..JAALI..EEEI..KFFIHHK.. B99 C99 E96 H96 I97 L99 
5 0 5 BBBCCLDDJ..L..JAALI.EEE.I..KFFIHHK.. B99 C99 E95 H96 I97 L99 
5 0 5 BBBCCLDD...L...AALI.JEEEI.JKFFIHHK.. B99 C99 E96 H96 I97 J98 L99 
5 0 5 BBBCCLDD...LAA...LI.JEEEI.JKFFIHHK.. A97 B99 C99 E96 H96 I97 J98 L99 
5 0 5 BBBCCL...DDLAA...LI.JEEEI.JKFFIHHK.. A97 B99 C99 D97 E96 H96 I97 J98 L99 
5 0 5 BBBCCL...DDL..AA.LI.JEEEI.JKFFIHHK.. A95 B99 C99 D97 E96 H96 I97 J98 L99 
5 0 5 BBBCCLI..DDLI.AA.LI.JEEE..JKFF.HHK.. A95 B99 C99 D97 E96 H96 I95 J98 L99 
5 0 5 BBBCCLI..DDLI.AA.LI.JEEE..JKFFHH.K.. A95 B99 C99 D97 E96 H95 I95 J98 L99 
5 0 5 BBBCCLI..DDLI.AA.LI..EEE..JKFFHHJK.. A95 B99 C99 D97 E96 H95 I95 J97 L99 
5 0 5 BBBCCLI..DDLI.AA.LIEEE....JKFFHHJK.. A95 B99 C99 D97 E94 H95 I95 J97 L99 
5 0 5 BBBCCL...DDLI.AA.LIEEE..I.JKFFHHJK.. A95 B99 C99 D97 E94 H95 I94 J97 L99 
5 0 5 BBBCCL...DDLI.AA.LI.EEE.I.JKFFHHJK.. A95 B99 C99 D97 E93 H95 I94 J97 L99 
5 0 5 BBBCC....DDLI.AA.LI.EEELI.JKFFHHJK.. A95 B99 C99 D97 E93 H95 I94 J97 L98 
5 0 5 BBBCC....DDLI..AALI.EEELI.JKFFHHJK.. A94 B99 C99 D97 E93 H95 I94 J97 L98 
5 0 5 BBBCC....DDLI..AALIEEE.LI.JKFFHHJK.. A94 B99 C99 D97 E92 H95 I94 J97 L98 
5 0 5 BBBCC....DDLIAA..LIEEE.LI.JKFFHHJK.. A92 B99 C99 D97 E92 H95 I94 J97 L98 
5 0 5 BBBCC.I..DDLIAA..LIEEE.L..JKFFHHJK.. A92 B99 C99 D97 E92 H95 I93 J97 L98 
5 0 5 BBBCC.I..DDLIAA..LI.EEEL..JKFFHHJK.. A92 B99 C99 D97 E91 H95 I93 J97 L98 
5 0 5 BBBCCLI..DDLIAA..LI.EEE...JKFFHHJK.. A92 B99 C99 D97 E91 H95 I93 J97 L97 
5 0 5 BBBCCLI..DDLI..AALI.EEE...JKFFHHJK.. A90 B99 C99 D97 E91 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LI..AALI.EEE...JKFFHHJK.. A90 B99 C99 D95 E91 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LI..AALI..EEE..JKFFHHJK.. A90 B99 C99 D95 E90 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LI.JAALI.JEEE...KFFHH.K.. A90 B99 C99 D95 E90 H95 I93 J95 L97 
5 0 5 BBBCCLIDD..LI.JAALI.JEEE...KFF.HHK.. A90 B99 C99 D95 E90 H94 I93 J95 L97 
5 0 5 BBBCCLIDD..LI..AALI.JEEE..JKFF.HHK.. A90 B99 C99 D95 E90 H94 I93 J94 L97 
5 0 5 BBBCCL.DD..LI..AALI.JEEEI.JKFF.HHK.. A90 B99 C99 D95 E90 H94 I92 J94 L97 
5 0 5 BBBCCL.DD..LI..AALI.JEEEI.JKFFHH.K.. A90 B99 C99 D95 E90 H93 I92 J94 L97 
5 0 5 BBBCCL.DD..LIAA..LI.JEEEI.JKFFHH.K.. A88 B99 C99 D95 E90 H93 I92 J94 L97 
5 0 5 BBBCCL.DD..LIAA..LI..EEEI.JKFFHHJK.. A88 B99 C99 D95 E90 H93 I92 J93 L97 
5 0 5 BBBCCL.DD..LIAA..LIEEE..I.JKFFHHJK.. A88 B99 C99 D95 E88 H93 I92 J93 L97 
5 0 5 BBBCCL.DD..LI..AALIEEE..I.JKFFHHJK.. A86 B99 C99 D95 E88 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI..AALIEEE..I.JKFFHHJK.. A86 B99 C99 D94 E88 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI..AALI..EEEI.JKFFHHJK.. A86 B99 C99 D94 E86 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LI.JAALI.JEEEI..KFFHH.K.. A86 B99 C99 D94 E86 H93 I92 J91 L97 
5 0 5 BBBCCL..DD.LI.JAALI.JEEEI..KFF.HHK.. A86 B99 C99 D94 E86 H92 I92 J91 L97 
5 0 5 BBBCCL..DD.L..JAALI.JEEEI..KFFIHHK.. A86 B99 C99 D94 E86 H92 I91 J91 L97 
5 0 5 BBBCCL...DDL..JAALI.JEEEI..KFFIHHK.. A86 B99 C99 D93 E86 H92 I91 J91 L97 
5 0 5 BBBCCL..JDDL..JAALI..EEEI..KFFIHHK.. A86 B99 C99 D93 E86 H92 I91 J90 L97 
5 0 5 BBBCCL..JDDL..JAALIEEE..I..KFFIHHK.. A86 B99 C99 D93 E84 H92 I91 J90 L97 
5 0 5 BBBCCLI.JDDLI.JAALIEEE.....KFF.HHK.. A86 B99 C99 D93 E84 H92 I89 J90 L97 
5 0 5 BBBCCLI.JDDLI.JAALIEEE.....KFFHH.K.. A86 B99 C99 D93 E84 H91 I89 J90 L97 
5 0 5 BBBCCLI.JDDLI.JAALI..EEE...KFFHH.K.. A86 B99 C99 D93 E82 H91 I89 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALI..EEEI..KFFHH.K.. A86 B99 C99 D93 E82 H91 I88 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALI.EEE.I..KFFHH.K.. A86 B99 C99 D93 E81 H91 I88 J90 L97 
5 0 5 BBBCCL..JDDLI.JAALI.EEE.I..KFF.HHK.. A86 B99 C99 D93 E81 H90 I88 J90 L97 
5 0 5 BBBCC...JDDLI.JAALI.EEELI..KFF.HHK.. A86 B99 C99 D93 E81 H90 I88 J90 L96 
5 0 5 BBBCC...JDDL..JAALI.EEELI..KFFIHHK.. A86 B99 C99 D93 E81 H90 I87 J90 L96 
5 0 5 BBB.CC..JDDL..JAALI.EEELI..KFFIHHK.. A86 B99 C98 D93 E81 H90 I87 J90 L96 
5 0 5 BBB.CC..JDDL..JAALIEEE.LI..KFFIHHK.. A86 B99 C98 D93 E80 H90 I87 J90 L96 
5 0 5 BBB.CCI.JDDLI.JAALIEEE.L...KFF.HHK.. A86 B99 C98 D93 E80 H90 I85 J90 L96 
5 0 5 BBB.CCI.JDDLI.JAALIEEE.L...KFFHH.K.. A86 B99 C98 D93 E80 H89 I85 J90 L96 
5 0 5 BBB.CCI.JDDLI.JAALI.EEEL...KFFHH.K.. A86 B99 C98 D93 E79 H89 I85 J90 L96 
5 0 5 BBB.CC..JDDLI.JAALI.EEELI..KFFHH.K.. A86 B99 C98 D93 E79 H89 I84 J90 L96 
5 0 5 .BBBCC..JDDLI.JAALI.EEELI..KFFHH.K.. A86 B98 C98 D93 E79 H89 I84 J90 L96 
5 0 5 .BBBCC..JDDLI.JAALI.EEELI..KFF.HHK.. A86 B98 C98 D93 E79 H88 I84 J90 L96 
5 0 5 .BBBCC..JDDLI.JAALIEEE.LI..KFF.HHK.. A86 B98 C98 D93 E78 H88 I84 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAAL.EEE.L...KFF.HHK.. A86 B98 C98 D93 E78 H88 I82 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAAL.EEE.L...KFFHH.K.. A86 B98 C98 D93 E78 H87 I82 J90 L96 
5 0 5 IBBBCCI.JDDLI.JAALEEE..L...KFFHH.K.. A86 B98 C98 D93 E77 H87 I82 J90 L96 
5 0 5 .BBBCCI..DDLIAA..LIEEE.L..JKFFHHJK.. A76 B98 C98 D87 E82 H93 I91 J93 L96 
5 0 5 .BBBCCI..DDLI.AA.LIEEE.L..JKFFHHJK.. A77 B98 C98 D87 E82 H93 I91 J93 L96 
5 0 5 .BBBCCIDD..LI..AALIEEE.L..JKFFHHJK.. A78 B98 C98 D85 E82 H93 I91 J93 L96 
5 0 5 .BBBCCI.DD.LI..AALIEEE.L..JKFFHHJK.. A78 B98 C98 D86 E82 H93 I91 J93 L96 
5 0 5 IBBBCCI..DDLI..AAL.EEE.L..JKFFHHJK.. A78 B98 C98 D87 E82 H93 I90 J93 L96 
5 0 5 .BBBCCI..DDLI..AALI.EEEL..JKFFHHJK.. A78 B98 C98 D87 E83 H93 I91 J93 L96 
5 0 5 .BBBCCIDD..LI..AALI.EEEL..JKFFHHJK.. A78 B98 C98 D89 E83 H93 I91 J93 L96 
5 0 5 .BBBCCIDD..LIAA..LI.EEEL..JKFFHHJK.. A80 B98 C98 D89 E83 H93 I91 J93 L96 
5 0 5 BBB.CCIDD..LI..AALIEEE.L..JKFFHHJK.. A78 B99 C98 D89 E84 H93 I91 J93 L96 
5 0 5 .BBBCCIDD..LIAA..LIEEE.L..JKFFHHJK.. A80 B98 C98 D89 E84 H93 I91 J93 L96 
5 0 5 .BBBCCI.DD.LIAA..LIEEE.L..JKFFHHJK.. A80 B98 C98 D90 E84 H93 I91 J93 L96 
5 0 5 BBB.CCI..DDLI.AA.LIEEE.L..JKFFHHJK.. A81 B99 C98 D89 E84 H93 I91 J93 L96 
5 0 5 BBB.CCIDD..LI.AA.LIEEE.L..JKFFHHJK.. A81 B99 C98 D89 E84 H93 I91 J93 L96 
5 0 5 BBBCC.I.DD.LI.AA.LIEEE.L..JKFFHHJK.. A81 B99 C97 D90 E84 H93 I91 J93 L96 
5 0 5 .BBBCCI.DD.LI.AA.LIEEE.L..JKFFHHJK.. A81 B98 C98 D90 E84 H93 I91 J93 L96 
5 0 5 BBB.CCI.DD.LIAA..LI.EEEL..JKFFHHJK.. A80 B99 C98 D90 E85 H93 I91 J93 L96 
5 0 5 BBB.CCI..DDLI.AA.LI.EEEL..JKFFHHJK.. A81 B99 C98 D89 E85 H93 I91 J93 L96 
5 0 5 BBB.CCIDD..LI.AA.LI.EEEL..JKFFHHJK.. A81 B99 C98 D89 E85 H93 I91 J93 L96 
5 0 5 BBBCC.I.DD.LI.AA.LI.EEEL..JKFFHHJK.. A81 B99 C97 D90 E85 H93 I91 J93 L96 
5 0 5 BBBCCLI.DD.LI.AA.LI.EEE...JKFFHHJK.. A81 B99 C97 D90 E85 H93 I91 J93 L95 
5 0 5 .BBBCCI.DD.LI.AA.LI.EEEL..JKFFHHJK.. A81 B98 C98 D90 E85 H93 I91 J93 L96 
5 0 5 BBB.CC.DD..LI.AA.LI.EEELI.JKFFHHJK.. A81 B99 C98 D89 E85 H93 I92 J93 L96 
5 0 5 .BBBCC..DD.LI.AA.LI.EEELI.JKFFHHJK.. A81 B98 C98 D90 E85 H93 I92 J93 L96 
5 0 5 BBB.CCI.DD.LI..AALI.EEEL..JKFFHHJK.. A82 B99 C98 D90 E85 H93 I91 J93 L96 
5 0 5 BBB.CC.DD..LI..AALI.EEELI.JKFFHHJK.. A82 B99 C98 D89 E85 H93 I92 J93 L96 
5 0 5 .BBBCC..DD.LI..AALI.EEELI.JKFFHHJK.. A82 B98 C98 D90 E85 H93 I92 J93 L96 
5 0 5 BBB.CC..DD.LI.AA.LIEEE.LI.JKFFHHJK.. A81 B99 C98 D90 E86 H93 I92 J93 L96 
5 0 5 BBB.CCI.DD.LI..AALIEEE.L..JKFFHHJK.. A82 B99 C98 D90 E86 H93 I91 J93 L96 
5 0 5 .BBBCC..DD.LI..AALIEEE.LI.JKFFHHJK.. A82 B98 C98 D90 E86 H93 I92 J93 L96 
5 0 5 BBB.CC.DD..LI..AALIEEE.LI.JKFFHHJK.. A82 B99 C98 D91 E86 H93 I92 J93 L96 
5 0 5 .BBBCCDD...LI..AALIEEE.LI.JKFFHHJK.. A82 B98 C98 D92 E86 H93 I92 J93 L96 
5 0 5 BBB.CCDD...LI.AA.LIEEE.LI.JKFFHHJK.. A83 B99 C98 D92 E86 H93 I92 J93 L96 
5 0 5 BBB.CC..DD.LIAA..LIEEE.LI.JKFFHHJK.. A84 B99 C98 D90 E86 H93 I92 J93 L96 
5 0 5 BBB.CC.DD..LIAA..LIEEE.LI.JKFFHHJK.. A84 B99 C98 D91 E86 H93 I92 J93 L96 
5 0 5 .BBBCCDD...LIAA..LIEEE.LI.JKFFHHJK.. A84 B98 C98 D92 E86 H93 I92 J93 L96 
5 0 5 BBB.CCDD...LI..AALI.EEELI.JKFFHHJK.. A82 B99 C98 D92 E87 H93 I92 J93 L96 
5 0 5 BBB.CCDD...LI.AA.LI.EEELI.JKFFHHJK.. A83 B99 C98 D92 E87 H93 I92 J93 L96 
5 0 5 BBB.CC...DDLIAA..LI.EEELI.JKFFHHJK.. A84 B99 C98 D89 E87 H93 I92 J93 L96 
5 0 5 BBB.CC.DD..LIAA..LI.EEELI.JKFFHHJK.. A84 B99 C98 D91 E87 H93 I92 J93 L96 
5 0 5 .BBBCCDD...LIAA..LI.EEELI.JKFFHHJK.. A84 B98 C98 D92 E87 H93 I92 J93 L96 
5 0 5 BBBCC..DD..LIAA..LI.EEELI.JKFFHHJK.. A84 B99 C99 D93 E87 H93 I92 J93 L96 
5 0 5 BBB.CC..DD.LIAA..LI.EEELI.JKFFHHJK.. A84 B99 C98 D94 E87 H93 I92 J93 L96 
5 0 5 BBBCCLDD...LIAA..LI.EEE.I.JKFFHHJK.. A84 B99 C99 D92 E87 H93 I92 J93 L97 
5 0 5 BBBCCLDD...LI..AALI.EEE.I.JKFFHHJK.. A86 B99 C99 D92 E87 H93 I92 J93 L97 
5 0 5 BBBCCLI.DD.LI..AALIEEE....JKFFHHJK.. A86 B99 C99 D94 E88 H93 I91 J93 L97 
5 0 5 BBBCCLDD...LI..AALIEEE..I.JKFFHHJK.. A86 B99 C99 D94 E88 H93 I92 J93 L97 
5 0 5 BBBCCLIDD..LIAA..LIEEE....JKFFHHJK.. A88 B99 C99 D95 E88 H93 I91 J93 L97 
5 0 5 BBBCCL..DD.LIAA..LIEEE..I.JKFFHHJK.. A88 B99 C99 D94 E88 H93 I92 J93 L97 
5 0 5 BBBCCLDD...LIAA..LIEEE..I.JKFFHHJK.. A88 B99 C99 D94 E88 H93 I92 J93 L97 
5 0 5 BBBCCL.DD..LIAA..LI.EEE.I.JKFFHHJK.. A88 B99 C99 D95 E89 H93 I92 J93 L97 
5 0 5 BBBCCL.DD..LI.AA.LI..EEEI.JKFFHHJK.. A87 B99 C99 D95 E90 H93 I92 J93 L97 
5 0 5 BBBCCL...DDLIAA..LI..EEEI.JKFFHHJK.. A88 B99 C99 D93 E90 H93 I92 J93 L97 
5 0 5 BBBCCL..DD.LIAA..LI..EEEI.JKFFHHJK.. A88 B99 C99 D94 E90 H93 I92 J93 L97 
5 0 5 BBBCCLDD...LIAA..LI..EEEI.JKFFHHJK.. A88 B99 C99 D94 E90 H93 I92 J93 L97 
5 0 5 BBBCCLIDD..LIAA..LI.JEEE..JKFFHH.K.. A88 B99 C99 D95 E90 H93 I91 J94 L97 
5 0 5 BBBCCL...DDLIAA..LI.JEEEI.JKFFHH.K.. A88 B99 C99 D93 E90 H93 I92 J94 L97 
5 0 5 BBBCCL..DD.LIAA..LI.JEEEI.JKFFHH.K.. A88 B99 C99 D94 E90 H93 I92 J94 L97 
5 0 5 BBBCCLDD...LIAA..LI.JEEEI.JKFFHH.K.. A88 B99 C99 D94 E90 H93 I92 J94 L97 
5 0 5 BBBCCL.DD..LI.AA.LI.JEEEI.JKFFHH.K.. A89 B99 C99 D95 E90 H93 I92 J94 L97 
5 0 5 BBBCCL...DDLI..AALI.JEEEI.JKFFHH.K.. A90 B99 C99 D93 E90 H93 I92 J94 L97 
5 0 5 BBBCCL..DD.LI..AALI.JEEEI.JKFFHH.K.. A90 B99 C99 D94 E90 H93 I92 J94 L97 
5 0 5 BBBCCL.DD..LIAA..LI.JEEEI.JKFF.HHK.. A88 B99 C99 D95 E90 H94 I92 J94 L97 
5 0 5 BBBCCL.DD..LI.AA.LI.JEEEI.JKFF.HHK.. A89 B99 C99 D95 E90 H94 I92 J94 L97 
5 0 5 BBBCCL...DDLI..AALI.JEEEI.JKFF.HHK.. A90 B99 C99 D93 E90 H94 I92 J94 L97 
5 0 5 BBBCCL..DD.LI..AALI.JEEEI.JKFF.HHK.. A90 B99 C99 D94 E90 H94 I92 J94 L97 
5 0 5 BBBCCLIDD..LIAA..LI.JEEE..JKFF.HHK.. A88 B99 C99 D95 E90 H94 I93 J94 L97 
5 0 5 BBBCCLI.DD.LI..AALI.JEEE..JKFF.HHK.. A90 B99 C99 D94 E90 H94 I93 J94 L97 
5 0 5 BBBCCL.DD..L..JAALI.JEEEI..KFFIHHK.. A90 B99 C99 D95 E90 H94 I91 J95 L97 
5 0 5 BBBCCL.DD..LI.JAALI.JEEEI..KFF.HHK.. A90 B99 C99 D95 E90 H94 I92 J95 L97 
5 0 5 BBBCCLI..DDLI.JAALI.JEEE...KFF.HHK.. A90 B99 C99 D93 E90 H94 I93 J95 L97 
5 0 5 BBBCCLI.DD.LI.JAALI.JEEE...KFF.HHK.. A90 B99 C99 D94 E90 H94 I93 J95 L97 
5 0 5 BBBCCL.DD..LI.JAALI.JEEEI..KFFHH.K.. A90 B99 C99 D95 E90 H95 I92 J95 L97 
5 0 5 BBBCCLI..DDLI.JAALI.JEEE...KFFHH.K.. A90 B99 C99 D93 E90 H95 I93 J95 L97 
5 0 5 BBBCCLI.DD.LI.JAALI.JEEE...KFFHH.K.. A90 B99 C99 D94 E90 H95 I93 J95 L97 
5 0 5 BBBCCLIDD..LI..AALI.JEEE..JKFFHH.K.. A90 B99 C99 D95 E90 H95 I93 J96 L97 
5 0 5 BBBCCL.DD..LI..AALI..EEEI.JKFFHHJK.. A90 B99 C99 D95 E90 H95 I92 J97 L97 
5 0 5 BBBCCLIDD..LIAA..LI..EEE..JKFFHHJK.. A88 B99 C99 D95 E90 H95 I93 J97 L97 
5 0 5 BBBCCLI.DD.LI..AALI..EEE..JKFFHHJK.. A90 B99 C99 D94 E90 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LI..AALIEEE....JKFFHHJK.. A90 B99 C99 D95 E90 H95 I93 J97 L97 
5 0 5 BBBCCL.DD..LI..AALI.EEE.I.JKFFHHJK.. A90 B99 C99 D95 E91 H95 I92 J97 L97 
5 0 5 BBBCC.IDD..LI..AALI.EEEL..JKFFHHJK.. A90 B99 C99 D95 E91 H95 I93 J97 L96 
5 0 5 BBBCCLIDD..LI.AA.LI.EEE...JKFFHHJK.. A89 B99 C99 D95 E91 H95 I93 J97 L97 
5 0 5 BBBCCLI.DD.LI..AALI.EEE...JKFFHHJK.. A90 B99 C99 D96 E91 H95 I93 J97 L97 
5 0 5 BBBCCLIDD..LIAA..LI.EEE...JKFFHHJK.. A92 B99 C99 D95 E91 H95 I93 J97 L97 
5 0 5 BBBCCLI.DD.LIAA..LI.EEE...JKFFHHJK.. A92 B99 C99 D96 E91 H95 I93 J97 L97 
5 0 5 BBBCC.IDD..LIAA..LI.EEEL..JKFFHHJK.. A92 B99 C99 D95 E91 H95 I93 J97 L98 
5 0 5 BBBCC.I.DD.LIAA..LI.EEEL..JKFFHHJK.. A92 B99 C99 D96 E91 H95 I93 J97 L98 
5 0 5 BBB.CCI..DDLIAA..LI.EEEL..JKFFHHJK.. A92 B99 C98 D97 E91 H95 I93 J97 L98 
5 0 5 BBBCC.IDD..LIAA..LIEEE.L..JKFFHHJK.. A92 B99 C99 D95 E92 H95 I93 J97 L98 
5 0 5 BBBCC.I.DD.LIAA..LIEEE.L..JKFFHHJK.. A92 B99 C99 D96 E92 H95 I93 J97 L98 
5 0 5 BBB.CCI..DDLIAA..LIEEE.L..JKFFHHJK.. A92 B99 C98 D97 E92 H95 I93 J97 L98 
5 0 5 BBBCC.DD...LIAA..LIEEE.LI.JKFFHHJK.. A92 B99 C99 D94 E92 H95 I94 J97 L98 
5 0 5 BBBCC..DD..LIAA..LIEEE.LI.JKFFHHJK.. A92 B99 C99 D95 E92 H95 I94 J97 L98 
5 0 5 BBBCC...DD.LIAA..LIEEE.LI.JKFFHHJK.. A92 B99 C99 D96 E92 H95 I94 J97 L98 
5 0 5 BBB.CC...DDLIAA..LIEEE.LI.JKFFHHJK.. A92 B99 C98 D97 E92 H95 I94 J97 L98 
5 0 5 BBBCC.I..DDLI..AALIEEE.L..JKFFHHJK.. A94 B99 C99 D97 E92 H95 I93 J97 L98 
5 0 5 BBBCC.DD...LI..AALIEEE.LI.JKFFHHJK.. A94 B99 C99 D94 E92 H95 I94 J97 L98 
5 0 5 BBBCC..DD..LI..AALIEEE.LI.JKFFHHJK.. A94 B99 C99 D95 E92 H95 I94 J97 L98 
5 0 5 BBBCC...DD.LI..AALIEEE.LI.JKFFHHJK.. A94 B99 C99 D96 E92 H95 I94 J97 L98 
5 0 5 BBB.CC...DDLI..AALIEEE.LI.JKFFHHJK.. A94 B99 C98 D97 E92 H95 I94 J97 L98 
5 0 5 BBBCC.I..DDLI..AALI.EEEL..JKFFHHJK.. A94 B99 C99 D97 E93 H95 I93 J97 L98 
5 0 5 BBBCC.DD...LI..AALI.EEELI.JKFFHHJK.. A94 B99 C99 D94 E93 H95 I94 J97 L98 
5 0 5 BBBCC..DD..LI..AALI.EEELI.JKFFHHJK.. A94 B99 C99 D95 E93 H95 I94 J97 L98 
5 0 5 BBBCC...DD.LI..AALI.EEELI.JKFFHHJK.. A94 B99 C99 D96 E93 H95 I94 J97 L98 
5 0 5 BBB.CC...DDLI..AALI.EEELI.JKFFHHJK.. A94 B99 C98 D97 E93 H95 I94 J97 L98 
5 0 5 BBBCC....DDLIAA..LI.EEELI.JKFFHHJK.. A94 B99 C99 D97 E93 H95 I94 J97 L98 
5 0 5 BBBCC.I..DDLI.AA.LI.EEEL..JKFFHHJK.. A95 B99 C99 D97 E93 H95 I93 J97 L98 
5 0 5 BBBCC.DD...LI.AA.LI.EEELI.JKFFHHJK.. A95 B99 C99 D94 E93 H95 I94 J97 L98 
5 0 5 BBBCC..DD..LI.AA.LI.EEELI.JKFFHHJK.. A95 B99 C99 D95 E93 H95 I94 J97 L98 
5 0 5 BBBCC...DD.LI.AA.LI.EEELI.JKFFHHJK.. A95 B99 C99 D96 E93 H95 I94 J97 L98 
5 0 5 BBB.CC...DDLI.AA.LI.EEELI.JKFFHHJK.. A95 B99 C98 D97 E93 H95 I94 J97 L98 
5 0 5 BBBCCL...DDLI..AALI.EEE.I.JKFFHHJK.. A94 B99 C99 D97 E93 H95 I94 J97 L99 
5 0 5 BBBCCL...DDLIAA..LI.EEE.I.JKFFHHJK.. A94 B99 C99 D97 E93 H95 I94 J97 L99 
5 0 5 BBBCCLDD...LI.AA.LI.EEE.I.JKFFHHJK.. A95 B99 C99 D94 E93 H95 I94 J97 L99 
5 0 5 BBBCCL.DD..LI.AA.LI.EEE.I.JKFFHHJK.. A95 B99 C99 D95 E93 H95 I94 J97 L99 
5 0 5 BBBCCL..DD.LI.AA.LI.EEE.I.JKFFHHJK.. A95 B99 C99 D96 E93 H95 I94 J97 L99 
5 0 5 BBBCC....DDLI.AA.LIEEE.LI.JKFFHHJK.. A95 B99 C99 D97 E94 H95 I94 J97 L98 
5 0 5 BBBCCL...DDLI..AALIEEE..I.JKFFHHJK.. A94 B99 C99 D97 E94 H95 I94 J97 L99 
5 0 5 BBBCCL...DDLIAA..LIEEE..I.JKFFHHJK.. A94 B99 C99 D97 E94 H95 I94 J97 L99 
5 0 5 BBBCCLDD...LI.AA.LIEEE..I.JKFFHHJK.. A95 B99 C99 D94 E94 H95 I94 J97 L99 
5 0 5 BBBCCL.DD..LI.AA.LIEEE..I.JKFFHHJK.. A95 B99 C99 D95 E94 H95 I94 J97 L99 
5 0 5 BBBCCL..DD.LI.AA.LIEEE..I.JKFFHHJK.. A95 B99 C99 D96 E94 H95 I94 J97 L99 
5 0 5 BBBCC.I..DDLI.AA.LIEEE.L..JKFFHHJK.. A95 B99 C99 D97 E94 H95 I95 J97 L98 
5 0 5 BBBCCLI..DDLI..AALIEEE....JKFFHHJK.. A94 B99 C99 D97 E94 H95 I95 J97 L99 
5 0 5 BBBCCLI..DDLIAA..LIEEE....JKFFHHJK.. A94 B99 C99 D97 E94 H95 I95 J97 L99 
5 0 5 BBBCCLIDD..LI.AA.LIEEE....JKFFHHJK.. A95 B99 C99 D95 E94 H95 I95 J97 L99 
5 0 5 BBBCCLI.DD.LI.AA.LIEEE....JKFFHHJK.. A95 B99 C99 D96 E94 H95 I95 J97 L99 
5 0 5 BBBCCLI..DDLI.AA.LI.EEE...JKFFHHJK.. A95 B99 C99 D97 E95 H95 I95 J97 L99 
5 0 5 BBBCCL...DDLI.AA.LI..EEEI.JKFFHHJK.. A95 B99 C99 D97 E96 H95 I94 J97 L99 
5 0 5 BBBCCLI..DDLI..AALI..EEE..JKFFHHJK.. A94 B99 C99 D97 E96 H95 I95 J97 L99 
5 0 5 BBBCCLI..DDLIAA..LI..EEE..JKFFHHJK.. A94 B99 C99 D97 E96 H95 I95 J97 L99 
5 0 5 BBBCCLIDD..LI.AA.LI..EEE..JKFFHHJK.. A95 B99 C99 D95 E96 H95 I95 J97 L99 
5 0 5 BBBCCLI.DD.LI.AA.LI..EEE..JKFFHHJK.. A95 B99 C99 D96 E96 H95 I95 J97 L99 
5 0 5 BBBCCL...DDLI.AA.LI.JEEEI.JKFFHH.K.. A95 B99 C99 D97 E96 H95 I94 J98 L99 
5 0 5 BBBCCLI..DDLI..AALI.JEEE..JKFFHH.K.. A94 B99 C99 D97 E96 H95 I95 J98 L99 
5 0 5 BBBCCLI..DDLIAA..LI.JEEE..JKFFHH.K.. A94 B99 C99 D97 E96 H95 I95 J98 L99 
5 0 5 BBBCCLIDD..LI.AA.LI.JEEE..JKFFHH.K.. A95 B99 C99 D95 E96 H95 I95 J98 L99 
5 0 5 BBBCCLI.DD.LI.AA.LI.JEEE..JKFFHH.K.. A95 B99 C99 D96 E96 H95 I95 J98 L99 
5 0 5 BBBCCLI..DDLI..AALI.JEEE..JKFF.HHK.. A94 B99 C99 D97 E96 H96 I95 J98 L99 
5 0 5 BBBCCLI..DDLIAA..LI.JEEE..JKFF.HHK.. A94 B99 C99 D97 E96 H96 I95 J98 L99 
5 0 5 BBBCCLIDD..LI.AA.LI.JEEE..JKFF.HHK.. A95 B99 C99 D95 E96 H96 I95 J98 L99 
