3 0 3 ...ICC..HI..AAHJ.KDDDJ.KFGEE.KFG.... 
2 0 2 ...ICC..HI..AAHJ..DDDJ.KFGEE.KFG...K K99 
1 0 1 ..HICC..HI..AA.J..DDDJ.KFGEE.KFG...K H99 K99 
1 0 1 ..HICC..HI..AA.J..DDDJ.KFG.EEKFG...K E99 H99 K99 
1 0 1 ..HICC..HI...AAJ..DDDJ.KFG.EEKFG...K A99 E99 H99 K99 
1 0 1 ..HICC..HI...AAJ..DDDJ.KFGEE.KFG...K A99 H99 K99 
2 0 2 ..HICC..HI.K.AAJ.KDDDJ.KFGEE..FG.... A99 H99 K97 
2 0 2 ..HICC..HI.K.AAJ.KDDDJ.KFG..EEFG.... A99 E98 H99 K97 
1 0 1 ..HICC..HI.K.AA..KDDD..KFG.JEEFG.J.. A99 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..K..DDDKFG.JEEFG.J.. A99 D98 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..K.GDDDKFG.JEEF..J.. A99 D98 E98 G99 H99 J98 K97 
1 0 1 F..ICCF.HI.K..HAAK.GDDDK.G.JEE...J.. A97 D98 E98 F96 G99 H98 J98 K97 
1 0 1 ..HICC..HI.K...AAKFGDDDKFG.JEE...J.. A97 D98 E98 F93 G99 H99 J98 K97 
1 0 1 ..HICC..HI.KF..AAKFGDDDK.G.JEE...J.. A97 D98 E98 F94 G99 H99 J98 K97 
1 0 1 ..HICCF.HI.KF..AAK.GDDDK.G.JEE...J.. A97 D98 E98 F95 G99 H99 J98 K97 
1 0 1 F.HICCF.HI.K..AA.K.GDDDK.G.JEE...J.. A98 D98 E98 F96 G99 H99 J98 K97 
1 0 1 F.HICCF.HI.KAA...K.GDDDK.G.JEE...J.. A98 D98 E98 F96 G99 H99 J98 K97 
1 0 1 ..HICCF.HI.KFAA..K.GDDDK.G.JEE...J.. A99 D98 E98 F97 G99 H99 J98 K97 
1 0 1 ..HICC..HI.KFAA..KFGDDDK.G.JEE...J.. A99 D98 E98 F98 G99 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..KFGDDDKFG.JEE...J.. A99 D98 E98 F99 G99 H99 J98 K97 
1 0 1 ..HICC..HI.K...AAK.GDDDKFG.JEEF..J.. A97 D98 E98 G99 H99 J98 K97 
1 0 1 ..HICC..HI.K..AA.K.GDDDKFG.JEEF..J.. A98 D98 E98 G99 H99 J98 K97 
1 0 1 ..HICC..HI.KAA...K.GDDDKFG.JEEF..J.. A98 D98 E98 G99 H99 J98 K97 
1 0 1 F.HICCF.HI.K.AA..K..DDDK.G.JEE.G.J.. A99 D98 E98 F96 H99 J98 K97 
1 0 1 ..HICCF.HI.KFAA..K..DDDK.G.JEE.G.J.. A99 D98 E98 F97 H99 J98 K97 
1 0 1 ..HICC..HI.KFAA..KF.DDDK.G.JEE.G.J.. A99 D98 E98 F98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..KF.DDDKFG.JEE.G.J.. A99 D98 E98 F99 H99 J98 K97 
1 0 1 ..HICC..HI.K...AAK..DDDKFG.JEEFG.J.. A97 D98 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K..AA.K..DDDKFG.JEEFG.J.. A98 D98 E98 H99 J98 K97 
1 0 1 ..HICC..HI.KAA...K..DDDKFG.JEEFG.J.. A98 D98 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..K.DDD.KFG.JEEFG.J.. A99 D99 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K...AAKDDD..KFG.JEEFG.J.. A97 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K..AA.KDDD..KFG.JEEFG.J.. A98 E98 H99 J98 K97 
1 0 1 ..HICC..HI.KAA...KDDD..KFG.JEEFG.J.. A98 E98 H99 J98 K97 
1 0 1 ..HICC..HI.K.AA..KDDDJ.KFG.JEEFG.... A99 E98 H99 J99 K97 
2 0 2 ..H.CC..HI.K.AAI.KDDDJ.KFG.JEEFG.... A99 E98 H99 I99 J99 K97 
2 0 2 ..HCC...HI.K.AAI.KDDDJ.KFG.JEEFG.... A99 C99 E98 H99 I99 J99 K97 
2 0 2 ..HCC...HI.K.AAI.KDDD..KFG.JEEFG.J.. A99 C99 E98 H99 I99 J98 K97 
2 0 2 ..HCC...HI.K.AAI.K..DDDKFG.JEEFG.J.. A99 C99 D98 E98 H99 I99 J98 K97 
2 0 2 ..HCC...HI.K.AAI.K.GDDDKFG.JEEF..J.. A99 C99 D98 E98 G99 H99 I99 J98 K97 
2 0 2 F.HCC.F.HI.K.AAI.K.GDDDK.G.JEE...J.. A99 C99 D98 E98 F96 G99 H99 I99 J98 K97 
2 0 2 F.HCC.F.HI.KAA.I.K.GDDDK.G.JEE...J.. A98 C99 D98 E98 F96 G99 H99 I99 J98 K97 
2 0 2 F.HCC.F.HI.KAA.I.K..DDDK.G.JEE.G.J.. A98 C99 D98 E98 F96 G98 H99 I99 J98 K97 
2 0 2 F.HCC.F.HI.KAA.I.KDDD..K.G.JEE.G.J.. A98 C99 D96 E98 F96 G98 H99 I99 J98 K97 
2 0 2 F.HCC.F.HI.KAA.I.KDDDJ.K.G.JEE.G.... A98 C99 D96 E98 F96 G98 H99 I99 J97 K97 
2 0 2 F.HCC.F.HI.K.AAI.KDDDJ.K.G.JEE.G.... A97 C99 D96 E98 F96 G98 H99 I99 J97 K97 
2 0 2 F.HCCKF.HI.K.AAI.KDDDJ...G.JEE.G.... A97 C99 D96 E98 F96 G98 H99 I99 J97 K96 
2 0 2 F.HCCKF.HI.K.AAI.KDDD....G.JEE.G.J.. A97 C99 D96 E98 F96 G98 H99 I99 J96 K96 
2 0 2 F.HCCKF.HI.K.AAI.K...DDD.G.JEE.G.J.. A97 C99 D93 E98 F96 G98 H99 I99 J96 K96 
2 0 2 F.HCCKF.HI.K.AAI.K.G.DDD.G.JEE...J.. A97 C99 D93 E98 F96 G97 H99 I99 J96 K96 
2 0 2 F.HCCKF.HI.KAA.I.K.G.DDD.G.JEE...J.. A96 C99 D93 E98 F96 G97 H99 I99 J96 K96 
2 0 2 F..CCKF..I.KAA.I.K.G.DDD.GHJEE..HJ.. A96 C99 D93 E98 F96 G97 H95 I99 J96 K96 
2 0 2 F..CCKF..I.KAA.I.K...DDD.GHJEE.GHJ.. A96 C99 D93 E98 F96 G96 H95 I99 J96 K96 
2 0 2 F..CCKF..I.KAA.I.K..HDDD.GHJEE.G.J.. A96 C99 D93 E98 F96 G96 H94 I99 J96 K96 
2 0 2 F..CCKF..I.K.AAI.K..HDDD.GHJEE.G.J.. A95 C99 D93 E98 F96 G96 H94 I99 J96 K96 
2 0 2 F..CCKF..I.K.AAI.K.GHDDD.GHJEE...J.. A95 C99 D93 E98 F96 G95 H94 I99 J96 K96 
2 0 2 ...CCK...I.K.AAI.K.GHDDDFGHJEEF..J.. A95 C99 D93 E98 F92 G95 H94 I99 J96 K96 
2 0 2 ...CCK...I.K.AAI.K.G.DDDFGHJEEF.HJ.. A95 C99 D93 E98 F92 G95 H93 I99 J96 K96 
2 0 2 ...CCK...I.K.AAI.K...DDDFGHJEEFGHJ.. A95 C99 D93 E98 F92 G94 H93 I99 J96 K96 
2 0 2 ...CCKF..I.KFAAI.K...DDD.GHJEE.GHJ.. A95 C99 D93 E98 F89 G94 H93 I99 J96 K96 
2 0 2 ...CCKF..I.KFAAI.KDDD....GHJEE.GHJ.. A95 C99 D90 E98 F89 G94 H93 I99 J96 K96 
2 0 2 ...CCKF..I.KFAAI.KDDDJ...GHJEE.GH... A95 C99 D90 E98 F89 G94 H93 I99 J95 K96 
2 0 2 ...CC.F..I.KFAAI.KDDDJ.K.GHJEE.GH... A95 C99 D90 E98 F89 G94 H93 I99 J95 K95 
2 0 2 F..CC.F..I.K.AAI.KDDDJ.K.GHJEE.GH... A95 C99 D90 E98 F88 G94 H93 I99 J95 K95 
2 0 2 F..CC.F..I.K.AAI.KDDD..K.GHJEE.GHJ.. A95 C99 D90 E98 F88 G94 H93 I99 J94 K95 
2 0 2 F..CC.F..I.K.AAI.K..DDDK.GHJEE.GHJ.. A95 C99 D88 E98 F88 G94 H93 I99 J94 K95 
2 0 2 F..CC.F..I.K.AAI.K.GDDDK.GHJEE..HJ.. A95 C99 D88 E98 F88 G93 H93 I99 J94 K95 
2 0 2 F..CC.F..I.KAA.I.K.GDDDK.GHJEE..HJ.. A94 C99 D88 E98 F88 G93 H93 I99 J94 K95 
2 0 2 F...CCF..I.KAA.I.K.GDDDK.GHJEE..HJ.. A94 C98 D88 E98 F88 G93 H93 I99 J94 K95 
1 0 1 F..ICCF..I.KAA...K.GDDDK.GHJEE..HJ.. A94 C98 D88 E98 F88 G93 H93 I98 J94 K95 
1 0 1 F..ICCF..I.KAA...K..DDDK.GHJEE.GHJ.. A94 C98 D88 E98 F88 G92 H93 I98 J94 K95 
1 0 1 F..ICCF..I.KAA...KDDD..K.GHJEE.GHJ.. A94 C98 D86 E98 F88 G92 H93 I98 J94 K95 
1 0 1 F..ICCF..I.KAA...KDDDJ.K.GHJEE.GH... A94 C98 D86 E98 F88 G92 H93 I98 J93 K95 
1 0 1 F..ICCF..I.K...AAKDDDJ.K.GHJEE.GH... A91 C98 D86 E98 F88 G92 H93 I98 J93 K95 
1 0 1 ...ICCF..I.KF..AAKDDDJ.K.GHJEE.GH... A91 C98 D86 E98 F87 G92 H93 I98 J93 K95 
1 0 1 ...ICCF..I.KF..AAKDDD..K.GHJEE.GHJ.. A91 C98 D86 E98 F87 G92 H93 I98 J92 K95 
1 0 1 ...ICCF..I.KF..AAK..DDDK.GHJEE.GHJ.. A91 C98 D84 E98 F87 G92 H93 I98 J92 K95 
1 0 1 .G.ICCFG.I.KF..AAK..DDDK..HJEE..HJ.. A91 C98 D84 E98 F87 G88 H93 I98 J92 K95 
1 0 1 .G.ICCFG.I.KF..AAKDDD..K..HJEE..HJ.. A91 C98 D82 E98 F87 G88 H93 I98 J92 K95 
1 0 1 .G.ICCFG.I.KF..AAKDDDJ.K..HJEE..H... A91 C98 D82 E98 F87 G88 H93 I98 J91 K95 
1 0 1 .G.ICCFG.I.KFAA..KDDDJ.K..HJEE..H... A89 C98 D82 E98 F87 G88 H93 I98 J91 K95 
1 0 1 FG.ICCFG.I.K.AA..KDDDJ.K..HJEE..H... A89 C98 D82 E98 F86 G88 H93 I98 J91 K95 
1 0 1 FG.ICCFG.I.K.AA..KDDD..K..HJEE..HJ.. A89 C98 D82 E98 F86 G88 H93 I98 J90 K95 
1 0 1 FG.ICCFG.I.K.AA..K..DDDK..HJEE..HJ.. A89 C98 D80 E98 F86 G88 H93 I98 J90 K95 
1 0 1 FG.ICCFG.I.K..AA.K..DDDK..HJEE..HJ.. A88 C98 D80 E98 F86 G88 H93 I98 J90 K95 
1 0 1 FG.ICCFG.I.K..AA.K.DDD.K..HJEE..HJ.. A88 C98 D79 E98 F86 G88 H93 I98 J90 K95 
1 0 1 FG.ICCFG.I.K...AAK.DDD.K..HJEE..HJ.. A87 C98 D79 E98 F86 G88 H93 I98 J90 K95 
1 0 1 F..ICCFG.I.K.G.AAK.DDD.K..HJEE..HJ.. A87 C98 D79 E98 F86 G87 H93 I98 J90 K95 
1 0 1 F..ICCFG.I.K.G.AAK..DDDK..HJEE..HJ.. A87 C98 D78 E98 F86 G87 H93 I98 J90 K95 
1 0 1 F..ICCF..I.K.G.AAK.GDDDK..HJEE..HJ.. A87 C98 D78 E98 F86 G86 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.G.AAK.GDDDKF.HJEEF.HJ.. A87 C98 D78 E98 F82 G86 H93 I98 J90 K95 
1 0 1 ...ICC...I.K...AAK.GDDDKFGHJEEF.HJ.. A87 C98 D78 E98 F82 G85 H93 I98 J90 K95 
1 0 1 ...ICC...I.KF..AAKFGDDDK.GHJEE..HJ.. A87 C98 D78 E98 F80 G85 H93 I98 J90 K95 
1 0 1 ...ICC...I.KFAA..KFGDDDK.GHJEE..HJ.. A85 C98 D78 E98 F80 G85 H93 I98 J90 K95 
1 0 1 ...ICC...I.KFAA..KF.DDDK.GHJEE.GHJ.. A85 C98 D78 E98 F80 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.KFAA..KFDDD.K.GHJEE.GHJ.. A85 C98 D77 E98 F80 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.AA..K.DDD.KFGHJEEFGHJ.. A85 C98 D77 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.AA..KDDD..KFGHJEEFGHJ.. A85 C98 D76 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.AA..KDDDJ.KFGHJEEFGH... A85 C98 D76 E98 F78 G84 H93 I98 J89 K95 
1 0 1 ...ICC...I.K...AAKDDDJ.KFGHJEEFGH... A83 C98 D76 E98 F78 G84 H93 I98 J89 K95 
1 0 1 ...ICC...I.K..AA.KDDDJ.KFGHJEEFGH... A84 C98 D76 E98 F78 G84 H93 I98 J89 K95 
1 0 1 ...ICC...I.KAA...KDDDJ.KFGHJEEFGH... A84 C98 D76 E98 F78 G84 H93 I98 J89 K95 
1 0 1 ...ICC...I.K...AAKDDD..KFGHJEEFGHJ.. A83 C98 D76 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K..AA.KDDD..KFGHJEEFGHJ.. A84 C98 D76 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K..AA.K..DDDKFGHJEEFGHJ.. A84 C98 D74 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.K.GAA.K..DDDKF.HJEEF.HJ.. A84 C98 D74 E98 F78 G81 H93 I98 J90 K95 
1 0 1 ...ICCFG.I.KFGAA.K..DDDK..HJEE..HJ.. A84 C98 D74 E98 F75 G81 H93 I98 J90 K95 
1 0 1 ...ICCFG.I.KFGAA.KDDD..K..HJEE..HJ.. A84 C98 D72 E98 F75 G81 H93 I98 J90 K95 
1 0 1 ...ICCFG.I.KFGAA.KDDDJ.K..HJEE..H... A84 C98 D72 E98 F75 G81 H93 I98 J89 K95 
1 0 1 F..ICCFG.I.K.GAA.KDDDJ.K..HJEE..H... A84 C98 D72 E98 F74 G81 H93 I98 J89 K95 
1 0 1 F..ICCFG.I.K.G.AAKDDDJ.K..HJEE..H... A83 C98 D72 E98 F74 G81 H93 I98 J89 K95 
1 0 1 F..ICCFG.I.K.GAA.KDDD..K..HJEE..HJ.. A84 C98 D72 E98 F74 G81 H93 I98 J90 K95 
1 0 1 ...ICCFG.I.KFGAA.K.DDD.K..HJEE..HJ.. A84 C98 D73 E98 F75 G81 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.K.GAA.KFDDD.KF.HJEE..HJ.. A84 C98 D73 E98 F73 G81 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.KFGAA.KFDDD.K..HJEE..HJ.. A84 C98 D73 E98 F74 G81 H93 I98 J90 K95 
1 0 1 ...ICCF..I.KF.AA.K.GDDDK.GHJEE..HJ.. A84 C98 D74 E98 F75 G79 H93 I98 J90 K95 
1 0 1 ...ICC...I.K..AA.KFGDDDKFGHJEE..HJ.. A84 C98 D74 E98 F73 G79 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.GAA.KFGDDDKF.HJEE..HJ.. A84 C98 D74 E98 F73 G78 H93 I98 J90 K95 
1 0 1 ...ICC...I.KFGAA.KFGDDDK..HJEE..HJ.. A84 C98 D74 E98 F72 G78 H93 I98 J90 K95 
1 0 1 ...ICC...I.KAA...KFGDDDKFGHJEE..HJ.. A82 C98 D74 E98 F73 G79 H93 I98 J90 K95 
1 0 1 ...ICC...I.KAA...KF.DDDKFGHJEE.GHJ.. A82 C98 D74 E98 F73 G78 H93 I98 J90 K95 
1 0 1 ...ICC...I.KAA...KFDDD.KFGHJEE.GHJ.. A82 C98 D73 E98 F73 G78 H93 I98 J90 K95 
1 0 1 ...ICC...I.K...AAKFDDD.KFGHJEE.GHJ.. A79 C98 D73 E98 F73 G78 H93 I98 J90 K95 
1 0 1 F..ICCF..I.K...AAK.DDD.K.GHJEE.GHJ.. A79 C98 D73 E98 F70 G78 H93 I98 J90 K95 
1 0 1 F..ICCF..I.K..AA.K.DDD.K.GHJEE.GHJ.. A78 C98 D73 E98 F70 G78 H93 I98 J90 K95 
1 0 1 ...ICCF..I.KF.AA.K.DDD.K.GHJEE.GHJ.. A78 C98 D73 E98 F69 G78 H93 I98 J90 K95 
1 0 1 ...ICC...I.K..AA.KFDDD.KFGHJEE.GHJ.. A80 C98 D73 E98 F73 G78 H93 I98 J90 K95 
1 0 1 ...ICCF..I.KFGAA.K.GDDDK..HJEE..HJ.. A84 C98 D74 E98 F75 G80 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.KFGAA.KF.DDDK..HJEE..HJ.. A84 C98 D74 E98 F76 G81 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.K.GAA.KF.DDDKF.HJEE..HJ.. A84 C98 D74 E98 F77 G81 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.K.GAA.KDDD..KF.HJEEF.HJ.. A84 C98 D72 E98 F78 G81 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.K.GAA.KDDDJ.KF.HJEEF.H... A84 C98 D72 E98 F78 G81 H93 I98 J89 K95 
1 0 1 ...ICC.G.I.K.G.AAKDDDJ.KF.HJEEF.H... A83 C98 D72 E98 F78 G81 H93 I98 J89 K95 
1 0 1 .G.ICC.G.I.K...AAKDDDJ.KF.HJEEF.H... A83 C98 D72 E98 F78 G80 H93 I98 J89 K95 
1 0 1 .G.ICC.G.I.K...AAKDDD..KF.HJEEF.HJ.. A83 C98 D72 E98 F78 G80 H93 I98 J88 K95 
1 0 1 .G.ICC.G.I.KAA...KDDD..KF.HJEEF.HJ.. A80 C98 D72 E98 F78 G80 H93 I98 J88 K95 
1 0 1 .G.ICC.G.I.KAA...K..DDDKF.HJEEF.HJ.. A80 C98 D70 E98 F78 G80 H93 I98 J88 K95 
1 0 1 .G.ICC.G.I.KAA...KF.DDDKF.HJEE..HJ.. A80 C98 D70 E98 F77 G80 H93 I98 J88 K95 
1 0 1 .G.ICC.G.I.KAA...KFDDD.KF.HJEE..HJ.. A80 C98 D69 E98 F77 G80 H93 I98 J88 K95 
1 0 1 .G.ICC.G.I.K.AA..KFDDD.KF.HJEE..HJ.. A79 C98 D69 E98 F77 G80 H93 I98 J88 K95 
1 0 1 .G.ICC.G.I.K.AA..K.DDD.KF.HJEEF.HJ.. A79 C98 D69 E98 F76 G80 H93 I98 J88 K95 
1 0 1 .G.ICCFG.I.KFAA..K.DDD.K..HJEE..HJ.. A79 C98 D69 E98 F75 G80 H93 I98 J88 K95 
1 0 1 .G.ICC.G.I.KFAA..KFDDD.K..HJEE..HJ.. A79 C98 D69 E98 F76 G80 H93 I98 J88 K95 
1 0 1 .G.ICC.G.I.KAA...K.DDD.KF.HJEEF.HJ.. A80 C98 D71 E98 F78 G80 H93 I98 J88 K95 
1 0 1 .G.ICC.G.I.K.AA..KDDD..KF.HJEEF.HJ.. A81 C98 D72 E98 F78 G80 H93 I98 J88 K95 
1 0 1 .G.ICC.G.I.KAA...KDDDJ.KF.HJEEF.H... A80 C98 D72 E98 F78 G80 H93 I98 J89 K95 
1 0 1 .G.ICC.G.I.K.AA..KDDDJ.KF.HJEEF.H... A81 C98 D72 E98 F78 G80 H93 I98 J89 K95 
1 0 1 .G.ICC.G.I.K..AA.KDDDJ.KF.HJEEF.H... A84 C98 D72 E98 F78 G80 H93 I98 J89 K95 
1 0 1 ...ICC.G.I.K.G.AAKDDD..KF.HJEEF.HJ.. A83 C98 D72 E98 F78 G81 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.K..AA.KDDD..KF.HJEEF.HJ.. A84 C98 D72 E98 F78 G80 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.K.GAA.K.DDD.KF.HJEEF.HJ.. A84 C98 D73 E98 F78 G81 H93 I98 J90 K95 
1 0 1 ...ICC...I.K..AA.KF.DDDKFGHJEE.GHJ.. A84 C98 D74 E98 F77 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.KAA...K..DDDKFGHJEEFGHJ.. A82 C98 D74 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.KAA...KDDD..KFGHJEEFGHJ.. A84 C98 D76 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K...AAK.DDD.KFGHJEEFGHJ.. A83 C98 D77 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K..AA.K.DDD.KFGHJEEFGHJ.. A84 C98 D77 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.KAA...K.DDD.KFGHJEEFGHJ.. A84 C98 D77 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.AA..KFDDD.KFGHJEE.GHJ.. A85 C98 D77 E98 F79 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.KF..AAKFDDD.K.GHJEE.GHJ.. A83 C98 D77 E98 F80 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.KF.AA.KFDDD.K.GHJEE.GHJ.. A84 C98 D77 E98 F80 G84 H93 I98 J90 K95 
1 0 1 F..ICCF..I.K.AA..K.DDD.K.GHJEE.GHJ.. A85 C98 D77 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICCF..I.KFAA..K.DDD.K.GHJEE.GHJ.. A85 C98 D77 E98 F79 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.AA..K..DDDKFGHJEEFGHJ.. A85 C98 D78 E98 F78 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.AA..KF.DDDKFGHJEE.GHJ.. A85 C98 D78 E98 F79 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.KF.AA.KF.DDDK.GHJEE.GHJ.. A84 C98 D78 E98 F80 G84 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.AA..KFGDDDKFGHJEE..HJ.. A85 C98 D78 E98 F79 G85 H93 I98 J90 K95 
1 0 1 ...ICCF..I.KFAA..K.GDDDK.GHJEE..HJ.. A85 C98 D78 E98 F79 G85 H93 I98 J90 K95 
1 0 1 ...ICC...I.KF.AA.KFGDDDK.GHJEE..HJ.. A86 C98 D78 E98 F80 G85 H93 I98 J90 K95 
1 0 1 ...ICC...I.K...AAKFGDDDKFGHJEE..HJ.. A87 C98 D78 E98 F81 G85 H93 I98 J90 K95 
1 0 1 ...ICC...I.KAA...K.GDDDKFGHJEEF.HJ.. A84 C98 D78 E98 F82 G85 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.AA..K.GDDDKFGHJEEF.HJ.. A85 C98 D78 E98 F82 G85 H93 I98 J90 K95 
1 0 1 ...ICC...I.K..AA.K.GDDDKFGHJEEF.HJ.. A86 C98 D78 E98 F82 G85 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.GAA.K.GDDDKF.HJEEF.HJ.. A86 C98 D78 E98 F82 G86 H93 I98 J90 K95 
1 0 1 ...ICC...I.K.G.AAKFGDDDKF.HJEE..HJ.. A87 C98 D78 E98 F83 G86 H93 I98 J90 K95 
1 0 1 ...ICC...I.KFG.AAKFGDDDK..HJEE..HJ.. A87 C98 D78 E98 F84 G86 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.K.G.AAK..DDDKF.HJEEF.HJ.. A87 C98 D78 E98 F82 G87 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.K.G.AAKF.DDDKF.HJEE..HJ.. A87 C98 D78 E98 F83 G87 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.KFG.AAKF.DDDK..HJEE..HJ.. A87 C98 D78 E98 F84 G87 H93 I98 J90 K95 
1 0 1 F..ICCFG.I.K.G.AAKDDD..K..HJEE..HJ.. A87 C98 D78 E98 F86 G87 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.K.G.AAK.DDD.KF.HJEEF.HJ.. A87 C98 D79 E98 F82 G87 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.K.G.AAKFDDD.KF.HJEE..HJ.. A87 C98 D79 E98 F83 G87 H93 I98 J90 K95 
1 0 1 ...ICC.G.I.KFG.AAKFDDD.K..HJEE..HJ.. A87 C98 D79 E98 F84 G87 H93 I98 J90 K95 
1 0 1 ...ICCFG.I.KFG.AAK.DDD.K..HJEE..HJ.. A87 C98 D79 E98 F85 G87 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.K...AAK.DDD.KF.HJEEF.HJ.. A87 C98 D79 E98 F82 G88 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.K...AAKFDDD.KF.HJEE..HJ.. A87 C98 D79 E98 F83 G88 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.KF..AAKFDDD.K..HJEE..HJ.. A87 C98 D79 E98 F84 G88 H93 I98 J90 K95 
1 0 1 FG.ICCFG.I.KAA...K.DDD.K..HJEE..HJ.. A86 C98 D79 E98 F86 G88 H93 I98 J90 K95 
1 0 1 F..ICCFG.I.K.GAA.K.DDD.K..HJEE..HJ.. A88 C98 D79 E98 F86 G87 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.K..AA.K.DDD.KF.HJEEF.HJ.. A88 C98 D79 E98 F82 G88 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.K..AA.KFDDD.KF.HJEE..HJ.. A88 C98 D79 E98 F83 G88 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.KF.AA.KFDDD.K..HJEE..HJ.. A88 C98 D79 E98 F84 G88 H93 I98 J90 K95 
1 0 1 .G.ICCFG.I.KF.AA.K.DDD.K..HJEE..HJ.. A88 C98 D79 E98 F85 G88 H93 I98 J90 K95 
1 0 1 F..ICCF..I.K.GAA.K.GDDDK..HJEE..HJ.. A88 C98 D80 E98 F86 G86 H93 I98 J90 K95 
1 0 1 F..ICCFG.I.K.GAA.K..DDDK..HJEE..HJ.. A88 C98 D80 E98 F86 G87 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.K..AA.K..DDDKF.HJEEF.HJ.. A88 C98 D80 E98 F82 G88 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.K..AA.KF.DDDKF.HJEE..HJ.. A88 C98 D80 E98 F83 G88 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.KF.AA.KF.DDDK..HJEE..HJ.. A88 C98 D80 E98 F84 G88 H93 I98 J90 K95 
1 0 1 FG.ICCFG.I.KAA...K..DDDK..HJEE..HJ.. A88 C98 D80 E98 F86 G88 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.K.AA..K..DDDKF.HJEEF.HJ.. A89 C98 D80 E98 F82 G88 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.K.AA..KF.DDDKF.HJEE..HJ.. A89 C98 D80 E98 F83 G88 H93 I98 J90 K95 
1 0 1 .G.ICC.G.I.KFAA..KF.DDDK..HJEE..HJ.. A89 C98 D80 E98 F84 G88 H93 I98 J90 K95 
1 0 1 FG.ICCFG.I.K.AA..K.DDD.K..HJEE..HJ.. A89 C98 D81 E98 F86 G88 H93 I98 J90 K95 
1 0 1 FG.ICCFG.I.K..AA.KDDD..K..HJEE..HJ.. A88 C98 D82 E98 F86 G88 H93 I98 J90 K95 
1 0 1 FG.ICCFG.I.KAA...KDDD..K..HJEE..HJ.. A88 C98 D82 E98 F86 G88 H93 I98 J90 K95 
1 0 1 FG.ICCFG.I.K..AA.KDDDJ.K..HJEE..H... A88 C98 D82 E98 F86 G88 H93 I98 J91 K95 
1 0 1 FG.ICCFG.I.KAA...KDDDJ.K..HJEE..H... A88 C98 D82 E98 F86 G88 H93 I98 J91 K95 
