10 0 10 .....L..ICCLG.IAAMG.JDDMH.JKEEHFFK.. 
8 0 8 ..I..L..ICCLG..AAMG.JDDMH.JKEEHFFK.. I99 
7 0 7 G.I..LG.ICCL...AAM..JDDMH.JKEEHFFK.. G98 I99 
6 0 6 G.I..LG.ICCL...AAMH.JDDMH.JKEE.FFK.. G98 H99 I99 
6 0 6 G.I..LG.ICCL...AAMH.JDDMH.JKEEFF.K.. F99 G98 H99 I99 
6 0 6 G.I..LG.ICCL...AAMH..DDMH.JKEEFFJK.. F99 G98 H99 I99 J99 
6 0 6 G.I..LG.ICCL...AAMHDD..MH.JKEEFFJK.. D98 F99 G98 H99 I99 J99 
6 0 6 ..I..LG.ICCLG..AAMH.JDDMH.JKEE.FFK.. G97 H99 I99 
7 0 7 G.I..LG.ICCL...AAMHDDK.MH.JKEEFFJ... D98 F99 G98 H99 I99 J99 K99 
7 0 7 G.I..LG.ICCLH..AAMHDD..M..JKEEFFJK.. D98 F99 G98 H98 I99 J99 
7 0 7 G.I..LG.ICCL.AA..MHDD..MH.JKEEFFJK.. A98 D98 F99 G98 H99 I99 J99 
7 0 7 G.I..LG.ICCL.AAK.MHDDK.MH.J.EEFFJ... A98 D98 F99 G98 H99 I99 J99 K98 
7 0 7 G.I..LG.ICCL.AAK.MHDDK.MH.JEE.FFJ... A98 D98 E99 F99 G98 H99 I99 J99 K98 
7 0 7 G.I..LG.ICCL.AAK..HDDK..H.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 M98 
7 0 7 G.I...G.ICC..AAK.LHDDK.LH.JEEMFFJ..M A98 D98 E99 F99 G98 H99 I99 J99 K98 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..L..JDDLH.EE.MHFF..M A93 C99 D96 E98 F94 G98 H98 I99 J95 K96 L98 M98 
8 0 8 ..I...G.IKCCGAAK.L..JDDLH.JEEMHFF..M A94 C99 D96 E99 F94 G97 H98 I99 J96 K95 L98 M98 
8 0 8 ..IK..G.IKCCG.JAAL..JDDLHEE..MHFF..M A96 C99 D96 E97 F94 G97 H98 I99 J95 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.JAAL..JDDLH.EE.MHFF..M A96 C99 D96 E98 F94 G97 H98 I99 J95 K96 L98 M98 
8 0 8 ..IK....IKCCG.JAALG.JDDLH..EEMHFF..M A96 C99 D96 E99 F94 G96 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAAL..JDDLHEE..MH.FF.M A96 C99 D96 E97 F95 G98 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAAL..JDDLH.EE.MH.FF.M A96 C99 D96 E98 F95 G98 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCH.JAALH.JDDL...EEM..FF.M A96 C99 D96 E99 F95 G98 H96 I99 J95 K96 L98 M98 
8 0 8 ..IK....IKCCG.JAALG.JDDLH..EEMH.FF.M A96 C99 D96 E99 F95 G96 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..L..JDDLHEE..MH..FFM A93 C99 D96 E97 F96 G98 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..L..JDDLH.EE.MH..FFM A93 C99 D96 E98 F96 G98 H98 I99 J95 K96 L98 M98 
8 0 8 ...K....IKCCG.IAALG.JDDLH.JEEMH..FFM A96 C99 D96 E99 F96 G96 H98 I98 J96 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.JAAL..JDDLHEE..MH..FFM A96 C99 D96 E97 F96 G97 H98 I99 J95 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.JAAL..JDDLH.EE.MH..FFM A96 C99 D96 E98 F96 G97 H98 I99 J95 K96 L98 M98 
8 0 8 ..IK....IKCCG.JAALG.JDDLH..EEMH..FFM A96 C99 D96 E99 F96 G96 H98 I99 J95 K96 L98 M98 
8 0 8 ..IK....IKCCGAA..LG.JDDLH.JEEMHFF..M A94 C99 D96 E99 F94 G96 H98 I99 J96 K96 L98 M98 
8 0 8 ..IK....IKCCGAA..LG.JDDLH.JEEMH.FF.M A94 C99 D96 E99 F95 G96 H98 I99 J96 K96 L98 M98 
8 0 8 ..IK....IKCCG.AA.LG.JDDLH.JEEMH..FFM A93 C99 D96 E99 F96 G96 H98 I99 J96 K96 L98 M98 
8 0 8 ...K....IKCCG.IAALG..DDLH.JEEMH.JFFM A96 C99 D96 E99 F96 G96 H98 I98 J97 K96 L98 M98 
8 0 8 ..IK....IKCCG.AA.LG..DDLH.JEEMH.JFFM A95 C99 D96 E99 F96 G96 H98 I99 J97 K96 L98 M98 
8 0 8 ..IK....IKCCG..AALG.DD.LH.JEEMH.JFFM A96 C99 D95 E99 F96 G96 H98 I99 J97 K96 L98 M98 
8 0 8 ...K..G.IKCCG.IAAL..DD.LH.JEEMH.JFFM A96 C99 D95 E99 F96 G97 H98 I98 J97 K96 L98 M98 
8 0 8 ..IK....IKCCG..AALGDD..LH.JEEMH.JFFM A96 C99 D94 E99 F96 G96 H98 I99 J97 K96 L98 M98 
8 0 8 ...K..G.IKCCG.IAAL.DD..LH.JEEMH.JFFM A96 C99 D94 E99 F96 G97 H98 I98 J97 K96 L98 M98 
8 0 8 ...K..G.IKCCG.IAALDD...LH.JEEMH.JFFM A96 C99 D93 E99 F96 G97 H98 I98 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCC..AA.L..DD.LH.JEEMH.JFFM A95 C99 D95 E99 F96 G98 H98 I99 J97 K96 L98 M98 
8 0 8 G..K..G.IKCCAAI..L..DD.LH.JEEMH.JFFM A97 C99 D95 E99 F96 G98 H98 I98 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCC..AA.L.DD..LH.JEEMH.JFFM A95 C99 D94 E99 F96 G98 H98 I99 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCC..AA.LDD...LH.JEEMH.JFFM A95 C99 D93 E99 F96 G98 H98 I99 J97 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.L..DD.LH.JEEMH.JFFM A97 C99 D95 E99 F96 G97 H98 I99 J97 K96 L98 M98 
8 0 8 ..IK....IKCCGAA..LG.DD.LH.JEEMH.JFFM A98 C99 D95 E99 F96 G96 H98 I99 J97 K96 L98 M98 
8 0 8 ..I...G.IKCCGAAK.L..DD.LH.JEEMH.JFFM A98 C99 D95 E99 F96 G97 H98 I99 J97 K95 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.L.DD..LH.JEEMH.JFFM A97 C99 D94 E99 F96 G97 H98 I99 J97 K96 L98 M98 
8 0 8 ..IK....IKCCGAA..LGDD..LH.JEEMH.JFFM A98 C99 D94 E99 F96 G96 H98 I99 J97 K96 L98 M98 
8 0 8 ..IK..G.IKCCG.AA.LDD...LH.JEEMH.JFFM A97 C99 D93 E99 F96 G97 H98 I99 J97 K96 L98 M98 
8 0 8 G..K..G.IKCCH.IAALH..DDL..JEEM..JFFM A96 C99 D96 E99 F96 G98 H98 I98 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCCH..AALH.DD.L..JEEM..JFFM A96 C99 D95 E99 F96 G98 H98 I99 J97 K96 L98 M98 
8 0 8 G..K..G.IKCC..IAALH.DD.LH.JEEM..JFFM A96 C99 D95 E99 F96 G98 H99 I98 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCCH..AALHDD..L..JEEM..JFFM A96 C99 D94 E99 F96 G98 H98 I99 J97 K96 L98 M98 
8 0 8 G..K..G.IKCC..IAALHDD..LH.JEEM..JFFM A96 C99 D94 E99 F96 G98 H99 I98 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAALH.JDDLHEE..M...FFM A96 C99 D96 E97 F96 G98 H99 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCC..JAALH.JDDLH.EE.M...FFM A96 C99 D96 E98 F96 G98 H99 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCH.JAALH.JDDL...EEM...FFM A96 C99 D96 E99 F96 G98 H98 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCC..AA.LH.DD.LH.JEEM..JFFM A95 C99 D95 E99 F96 G98 H99 I99 J97 K96 L98 M98 
8 0 8 G..K..G.IKCCAAI..LH.DD.LH.JEEM..JFFM A97 C99 D95 E99 F96 G98 H99 I98 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCC..AA.LHDD..LH.JEEM..JFFM A95 C99 D94 E99 F96 G98 H99 I99 J97 K96 L98 M98 
8 0 8 G..K..G.IKCCAAI..LHDD..LH.JEEM..JFFM A97 C99 D94 E99 F96 G98 H99 I98 J97 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..LH.JDDLH..EEMFF...M A97 C99 D96 E99 F93 G98 H99 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..LH.JDDLHEE..M...FFM A97 C99 D96 E97 F96 G98 H99 I99 J95 K96 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..LH.JDDLH.EE.M...FFM A97 C99 D96 E98 F96 G98 H99 I99 J95 K96 L98 M98 
8 0 8 ..I...G.IKCCGAAK.L.DD..LH.JEEMH.JFFM A98 C99 D94 E99 F96 G97 H98 I99 J97 K93 L98 M98 
8 0 8 ..I...G.IKCCGAAK.LDD...LH.JEEMH.JFFM A98 C99 D93 E99 F96 G97 H98 I99 J97 K93 L98 M98 
8 0 8 ..I...G.I.CCGAAK.LDDJK.LH.JEEMH.FF.M A98 C99 D93 E99 F95 G97 H98 I99 J96 K94 L98 M98 
8 0 8 ..I...G.I.CCGAAK.LDDJK.LH.JEEMHFF..M A98 C99 D93 E99 F94 G97 H98 I99 J96 K94 L98 M98 
8 0 8 G.....G.IKCCAAIK.LDDJ..LH.JEEMH..FFM A97 C99 D93 E99 F96 G98 H98 I98 J96 K93 L98 M98 
8 0 8 G..K..G.IKCCAAI..LDDJ..LH.JEEMH..FFM A97 C99 D93 E99 F96 G98 H98 I98 J96 K92 L98 M98 
8 0 8 G.I...G.I.CCAAJK.LDDJK.LH.EE.MH..FFM A97 C99 D93 E98 F96 G98 H98 I99 J95 K94 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..LDDJ..LH..EEMH..FFM A97 C99 D93 E99 F96 G98 H98 I99 J95 K92 L98 M98 
8 0 8 G.I...G.IKCCAAJK.LDDJ..LH..EEMH..FFM A97 C99 D93 E99 F96 G98 H98 I99 J95 K93 L98 M98 
8 0 8 G.I...G.IKCC.AAK.LDDJ..LH.JEEMHFF..M A96 C99 D93 E99 F94 G98 H98 I99 J96 K93 L98 M98 
8 0 8 G.I...G.I.CCAAJK.LDDJK.LH.EE.MHFF..M A97 C99 D93 E98 F94 G98 H98 I99 J95 K94 L98 M98 
8 0 8 G.IK..G.IKCCAAJ..LDDJ..LH..EEMHFF..M A97 C99 D93 E99 F94 G98 H98 I99 J95 K92 L98 M98 
8 0 8 G.I...G.IKCCAAJK.LDDJ..LH..EEMHFF..M A97 C99 D93 E99 F94 G98 H98 I99 J95 K93 L98 M98 
8 0 8 G....LG.CC.LAAIK.MDDIK.MH.J.EEH.J.FF A97 C97 D93 E98 F91 G98 H98 I97 J95 K94 L96 M96 
8 0 8 G....LG.CC.LAAIK.MDDIK.MH.J.EEH.JFF. A97 C97 D93 E98 F92 G98 H98 I97 J95 K94 L96 M96 
8 0 8 G.....GCC..LAAIK.LDDIK..H.JEEMH.JFFM A97 C96 D93 E99 F92 G98 H98 I97 J95 K94 L95 M94 
8 0 8 G..K..GCCK.LAAI..LDDI..MH.JEEMH.JFF. A97 C96 D93 E99 F92 G98 H98 I97 J95 K92 L95 M95 
8 0 8 G.....GCCK.LAAIK.LDDI..MH.JEEMH.JFF. A97 C96 D93 E99 F92 G98 H98 I97 J95 K93 L95 M95 
8 0 8 G.....G.CC.LAAIK.LDDIK.MH.JEEMH.JFF. A97 C95 D93 E99 F92 G98 H98 I97 J95 K94 L95 M95 
8 0 8 G....LGCC..LAAIK.MDDIK.MH.J.EEH.JFF. A97 C96 D93 E98 F92 G98 H98 I97 J95 K94 L96 M94 
8 0 8 G..K.LGCCK.LAAI..MDDI..MH.JEE.H.JFF. A97 C96 D93 E99 F92 G98 H98 I97 J95 K92 L96 M94 
8 0 8 G....LGCCK.LAAIK.MDDI..MH.JEE.H.JFF. A97 C96 D93 E99 F92 G98 H98 I97 J95 K93 L96 M94 
8 0 8 G....LG.CC.LAAIK.MDDIK.MH.JEE.H.JFF. A97 C95 D93 E99 F92 G98 H98 I97 J95 K94 L96 M94 
8 0 8 G....LGCC..LAAIK.MDDIK.MH.J.EEH.J.FF A97 C96 D93 E98 F91 G98 H98 I97 J95 K94 L96 M94 
8 0 8 G..K.LGCCK.LAAI..MDDI..MH.JEE.H.J.FF A97 C96 D93 E99 F91 G98 H98 I97 J95 K92 L96 M94 
8 0 8 G....LGCCK.LAAIK.MDDI..MH.JEE.H.J.FF A97 C96 D93 E99 F91 G98 H98 I97 J95 K93 L96 M94 
8 0 8 G....LG.CC.LAAIK.MDDIK.MH.JEE.H.J.FF A97 C95 D93 E99 F91 G98 H98 I97 J95 K94 L96 M94 
8 0 8 G..K.LGCCK.LAAI...DDI..MH.JEEMH.J.FF A97 C96 D93 E99 F91 G98 H98 I97 J95 K92 L96 M95 
8 0 8 G....LGCCK.LAAIK..DDI..MH.JEEMH.J.FF A97 C96 D93 E99 F91 G98 H98 I97 J95 K93 L96 M95 
8 0 8 G.....GCC..LAAIK.LDDIK.MH.JEEMH.J.FF A97 C96 D93 E99 F91 G98 H98 I97 J95 K94 L95 M95 
8 0 8 G....LG.CC.LAAIK..DDIK.MH.JEEMH.J.FF A97 C95 D93 E99 F91 G98 H98 I97 J95 K94 L96 M95 
8 0 8 G....LGCC..LAAIK..DDIK..H.JEEMH.JFFM A97 C96 D93 E99 F92 G98 H98 I97 J95 K94 L96 M94 
8 0 8 G..K.LGCCK.LAAI...DDI..MH.JEEMH.JFF. A97 C96 D93 E99 F92 G98 H98 I97 J95 K92 L96 M95 
8 0 8 G....LGCCK.LAAIK..DDI..MH.JEEMH.JFF. A97 C96 D93 E99 F92 G98 H98 I97 J95 K93 L96 M95 
8 0 8 G....LG.CC.LAAIK..DDIK.MH.JEEMH.JFF. A97 C97 D93 E99 F92 G98 H98 I97 J95 K94 L96 M95 
8 0 8 G....LGCC..L..IAAMDDIK.MH.JKEEH.J.FF A94 C96 D93 E98 F91 G98 H98 I97 J95 K93 L96 M96 
8 0 8 G....LG.CC.L..IAAMDDIK.MH.JKEEH.J.FF A94 C97 D93 E98 F91 G98 H98 I97 J95 K93 L96 M96 
8 0 8 .....LGCC..LG.IAAMDDIK.MH.JKEEH.J.FF A94 C96 D93 E98 F91 G97 H98 I97 J95 K93 L96 M96 
8 0 8 .....LG.CC.LG.IAAMDDIK.MH.JKEEH.J.FF A94 C97 D93 E98 F91 G97 H98 I97 J95 K93 L96 M96 
8 0 8 ..I..LG.ICCLGAA..M..JDDMH.JKEEH..KFF A92 C98 D90 E98 F91 G97 H98 I99 J94 K92 L96 M96 
8 0 8 ..I..LG.ICCLG.AA.M..JDDMH.JKEEH..KFF A93 C98 D90 E98 F91 G97 H98 I99 J94 K92 L96 M96 
8 0 8 .....LG.ICCLG.IAAM..JDDMH.JKEEH..KFF A94 C98 D90 E98 F91 G97 H98 I98 J94 K92 L96 M96 
8 0 8 ..I..LG.ICCLGAA..MH.JDDMH.JKEE...KFF A92 C98 D90 E98 F91 G97 H97 I99 J94 K92 L96 M96 
8 0 8 ..I..LG.ICCLG.AA.MH.JDDMH.JKEE...KFF A93 C98 D90 E98 F91 G97 H97 I99 J94 K92 L96 M96 
8 0 8 .....LG.ICCLG.IAAMH.JDDMH.JKEE...KFF A94 C98 D90 E98 F91 G97 H97 I98 J94 K92 L96 M96 
8 0 8 .....LG.ICCLG.IAAMH.DD.MH.JKEE..JKFF A94 C98 D87 E98 F91 G97 H97 I98 J95 K92 L96 M96 
8 0 8 ..I..LG.ICCLG.AA.MH.DD.MH.JKEE..JKFF A93 C98 D87 E98 F91 G97 H97 I99 J95 K92 L96 M96 
8 0 8 ..I..LG.ICCLGAA..MH.DD.MH.JKEE..JKFF A92 C98 D87 E98 F91 G97 H97 I99 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCLHAA..MHDD..M..JKEE..JKFF A92 C98 D88 E98 F91 G96 H96 I99 J95 K92 L96 M96 
8 0 8 G....LG.ICCL..IAAMH.DD.MH.JKEE..JKFF A94 C98 D89 E98 F91 G96 H97 I98 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCL..AA.MH.DD.MH.JKEE..JKFF A93 C98 D89 E98 F91 G96 H97 I99 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCL.AA..MH.DD.MH.JKEE..JKFF A92 C98 D89 E98 F91 G96 H97 I99 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCLAA...MH.DD.MH.JKEE..JKFF A91 C98 D89 E98 F91 G96 H97 I99 J95 K92 L96 M96 
8 0 8 G....LG.ICCLAAI..MH..DDMH.JKEE..JKFF A91 C98 D90 E98 F91 G96 H97 I98 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCLAA...MH.JDDMH.JKEE...KFF A91 C98 D90 E98 F91 G96 H97 I99 J94 K92 L96 M96 
8 0 8 G.I..LG.ICCL.AA..MH.JDDMH.JKEE...KFF A92 C98 D90 E98 F91 G96 H97 I99 J94 K92 L96 M96 
8 0 8 G.I..LG.ICCL..AA.MH.JDDMH.JKEE...KFF A93 C98 D90 E98 F91 G96 H97 I99 J94 K92 L96 M96 
8 0 8 G....LG.ICCL..IAAMH.JDDMH.JKEE...KFF A94 C98 D90 E98 F91 G96 H97 I98 J94 K92 L96 M96 
8 0 8 G....LG.ICCLH.IAAMH..DDM..JKEE..JKFF A94 C98 D90 E98 F91 G96 H96 I98 J95 K92 L96 M96 
8 0 8 .....L..ICCLG.IAAMG..DDMH.JKEEH.JKFF A94 C98 D90 E98 F91 G94 H98 I98 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCLH.AA.MH..DDM..JKEE..JKFF A93 C98 D90 E98 F91 G96 H96 I99 J95 K92 L96 M96 
8 0 8 ..I..L..ICCLG.AA.MG..DDMH.JKEEH.JKFF A93 C98 D90 E98 F91 G94 H98 I99 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCLHAA..MH..DDM..JKEE..JKFF A92 C98 D90 E98 F91 G96 H96 I99 J95 K92 L96 M96 
8 0 8 ..I..L..ICCLGAA..MG..DDMH.JKEEH.JKFF A92 C98 D90 E98 F91 G94 H98 I99 J95 K92 L96 M96 
8 0 8 G....LG.ICCLAAI..M...DDMH.JKEEH.JKFF A91 C98 D90 E98 F91 G96 H98 I98 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCLH..AAMH.DD.M..JKEE..JKFF A94 C98 D89 E98 F91 G96 H96 I99 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCLAA...M..DD.MH.JKEEH.JKFF A91 C98 D89 E98 F91 G96 H98 I99 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCL.AA..M..DD.MH.JKEEH.JKFF A92 C98 D89 E98 F91 G96 H98 I99 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCLH..AAMH.JDDM..JKEE...KFF A94 C98 D90 E98 F91 G96 H96 I99 J94 K92 L96 M96 
8 0 8 G.I..LG.ICCLAA...M..JDDMH.JKEEH..KFF A91 C98 D90 E98 F91 G96 H98 I99 J94 K92 L96 M96 
8 0 8 G.I..LG.ICCL.AA..M..JDDMH.JKEEH..KFF A92 C98 D90 E98 F91 G96 H98 I99 J94 K92 L96 M96 
8 0 8 G.I..LG.ICCL..AA.M..JDDMH.JKEEH..KFF A93 C98 D90 E98 F91 G96 H98 I99 J94 K92 L96 M96 
8 0 8 G....LG.ICCL..IAAM..JDDMH.JKEEH..KFF A94 C98 D90 E98 F91 G96 H98 I98 J94 K92 L96 M96 
8 0 8 ..I..L..ICCLG..AAMG.JDDMH.JKEEH..KFF A94 C98 D90 E98 F91 G94 H98 I99 J94 K92 L96 M96 
8 0 8 .....LG.ICCLG.IAAMDDJ..MH.JKEEH..KFF A94 C98 D93 E98 F91 G97 H98 I98 J94 K92 L96 M96 
8 0 8 ..I..LG.ICCLG.AA.MDDJ..MH.JKEEH..KFF A93 C98 D93 E98 F91 G97 H98 I99 J94 K92 L96 M96 
8 0 8 ..I..LG.ICCLGAA..MDDJK.MH.JKEEH.FF.. A92 C98 D93 E98 F89 G97 H98 I99 J94 K93 L96 M96 
8 0 8 ..I..LG.ICCLG.AA.MDDJK.MH.JKEEH..FF. A91 C98 D93 E98 F90 G97 H98 I99 J94 K93 L96 M96 
8 0 8 .....LG.ICCLG.IAAMDDJK.MH.JKEEH..FF. A94 C98 D93 E98 F90 G97 H98 I98 J94 K93 L96 M96 
8 0 8 .....LG.ICCLG.IAAM..DD.MH.JKEEH.JKFF A94 C98 D91 E98 F91 G97 H98 I98 J95 K92 L96 M96 
8 0 8 ..I..L..ICCLG..AAMG.DD.MH.JKEEH.JKFF A94 C98 D91 E98 F91 G96 H98 I99 J95 K92 L96 M96 
8 0 8 ..I..LG.ICCLG.AA.M..DD.MH.JKEEH.JKFF A93 C98 D91 E98 F91 G97 H98 I99 J95 K92 L96 M96 
8 0 8 ..I..LG.ICCLGAA..M..DD.MH.JKEEH.JKFF A92 C98 D91 E98 F91 G97 H98 I99 J95 K92 L96 M96 
8 0 8 ..I..L..ICCLGAA..MGDD..MH.JKEEH.JKFF A92 C98 D92 E98 F91 G96 H98 I99 J95 K92 L96 M96 
8 0 8 .....LG.ICCLG.IAAMHDDK.MH.JKEE..JFF. A94 C98 D92 E98 F90 G97 H97 I98 J95 K93 L96 M96 
8 0 8 ..I..LG.ICCLG.AA.MHDDK.MH.JKEE..JFF. A93 C98 D92 E98 F90 G97 H97 I99 J95 K93 L96 M96 
8 0 8 G....LG.ICCLH.IAAMHDD..M..JKEE..JKFF A94 C98 D92 E98 F91 G98 H96 I98 J95 K92 L96 M96 
8 0 8 .....L..ICCLG.IAAMGDD..MH.JKEEH.JKFF A94 C98 D92 E98 F91 G96 H98 I98 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCLH.AA.MHDD..M..JKEE..JKFF A93 C98 D92 E98 F91 G98 H96 I99 J95 K92 L96 M96 
8 0 8 ..I..L..ICCLG.AA.MGDD..MH.JKEEH.JKFF A93 C98 D92 E98 F91 G96 H98 I99 J95 K92 L96 M96 
8 0 8 G....LG.ICCL..IAAMHDDK.MH.JKEE..JFF. A94 C98 D92 E98 F90 G98 H97 I98 J95 K93 L96 M96 
8 0 8 G....LG.ICCL..IAAM..DD.MH.JKEEH.JKFF A94 C98 D91 E98 F91 G98 H98 I98 J95 K92 L96 M96 
8 0 8 G.I..LG.ICCL..AA.M..DD.MH.JKEEH.JKFF A93 C98 D91 E98 F91 G98 H98 I99 J95 K92 L96 M96 
8 0 8 G....LG.ICCL..IAAMDDJK.MH.JKEEH..FF. A94 C98 D93 E98 F90 G98 H98 I98 J94 K93 L96 M96 
8 0 8 G....LG.ICCL..IAAMDDJ..MH.JKEEH..KFF A94 C98 D93 E98 F91 G98 H98 I98 J94 K92 L96 M96 
8 0 8 G.I..LG.ICCL..AA.MDDJ..MH.JKEEH..KFF A93 C98 D93 E98 F91 G98 H98 I99 J94 K92 L96 M96 
8 0 8 G....LG.ICCLAAI..MDDJK.MH.JKEEH..FF. A97 C98 D93 E98 F92 G98 H98 I98 J94 K93 L96 M96 
8 0 8 ..I..LG.ICCLGAAK.MDDJK.MH.JEE.H.FF.. A96 C98 D93 E99 F89 G97 H98 I99 J94 K94 L96 M96 
8 0 8 ..I..LG.ICCLGAAK.MDDJK.MH.JEE.HFF... A96 C98 D93 E99 F88 G97 H98 I99 J94 K94 L96 M96 
8 0 8 ..I..LG.ICCLGAA..MDDJ..MH.JKEEH..KFF A96 C98 D93 E98 F91 G97 H98 I99 J94 K92 L96 M96 
8 0 8 ..I..LG.ICCLGAAK.MDDJK.MH.J.EEHFF... A96 C98 D91 E98 F88 G97 H98 I99 J94 K94 L96 M96 
8 0 8 ..I..LG.ICCLGAAK.MDDJK.MH.J.EEH.FF.. A96 C98 D91 E98 F89 G97 H98 I99 J94 K94 L96 M96 
8 0 8 G.I..LG.ICCL..AA.MDDJK.MH.JKEEH..FF. A95 C98 D91 E98 F90 G98 H98 I99 J94 K93 L96 M96 
8 0 8 G.....G.ICC.AAIK.LHDDK.LH.JEEM..JFFM A95 C98 D90 E97 F88 G98 H97 I98 J95 K94 L94 M94 
8 0 8 G.....G.ICCLAAIK.LDDJK.MH.JEEMH...FF A95 C98 D91 E97 F87 G98 H98 I98 J94 K94 L95 M95 
8 0 8 G....LG.ICCLAAIK..HDDK..H.JEEM..JFFM A95 C98 D90 E97 F88 G98 H97 I98 J95 K94 L94 M94 
8 0 8 G.....G.ICCLAAIK.LHDDK.MH.JEEM..J.FF A95 C98 D90 E97 F87 G98 H97 I98 J95 K94 L95 M95 
8 0 8 G.....G.ICCLAAIK.LHDDK..H.JEEM..JFFM A95 C98 D90 E97 F88 G98 H97 I98 J95 K94 L95 M94 
8 0 8 ..I...G.ICCLGAAK.LHDDK..H.JEEM..JFFM A96 C98 D90 E97 F88 G97 H97 I99 J95 K94 L95 M94 
8 0 8 ..I...G.ICCLGAAK.LDDJK..H.JEEMH.FF.M A96 C98 D91 E97 F87 G97 H98 I99 J94 K94 L95 M94 
8 0 8 ..I...G.ICCLGAAK.LDDJK..H.JEEMHFF..M A96 C98 D91 E97 F86 G97 H98 I99 J94 K94 L95 M94 
8 0 8 ..I...G.ICCLGAAK.LDDJK.MH.JEEMHFF... A96 C98 D91 E97 F86 G97 H98 I99 J94 K94 L95 M95 
8 0 8 ..I...G.ICCLGAAK.LDDJK.MH.JEEMH.FF.. A96 C98 D91 E97 F87 G97 H98 I99 J94 K94 L95 M95 
8 0 8 ..I..LG.ICCLGAAK..DDJK.MH.JEEMHFF... A96 C98 D91 E97 F86 G97 H98 I99 J94 K94 L96 M95 
8 0 8 ..I..LG.ICCLGAAK..DDJK.MH.JEEMH.FF.. A96 C98 D91 E97 F87 G97 H98 I99 J94 K94 L96 M95 
8 0 8 ..I...G.ICCLGAAK.LDDJK.MH.JEEMH...FF A96 C98 D91 E97 F89 G97 H98 I99 J94 K94 L95 M95 
8 0 8 ..I...G.ICCLGAAK.LHDDK.MH.JEEM..J.FF A96 C98 D92 E97 F89 G97 H97 I99 J95 K94 L95 M95 
8 0 8 ..I..LG.ICCLGAAK..HDDK..H.JEEM..JFFM A96 C98 D92 E97 F90 G97 H97 I99 J95 K94 L96 M94 
8 0 8 G.I..LG.ICCL..AA.MHDDK.MH.JKEE..JFF. A95 C98 D92 E98 F90 G98 H97 I99 J95 K93 L96 M96 
8 0 8 G....LG.ICCLAAI..MHDDK.MH.JKEE..JFF. A97 C98 D92 E98 F90 G98 H97 I98 J95 K93 L96 M96 
8 0 8 G....LG.ICCLAAI..MHDD..MH.JKEE..JKFF A97 C98 D92 E98 F91 G98 H97 I98 J95 K92 L96 M96 
8 0 8 G....LG.ICCLAAI..MHDDK.MH.JKEE..J.FF A97 C98 D92 E98 F91 G98 H97 I98 J95 K93 L96 M96 
8 0 8 G.I..LG.ICCL.AA..MDDJK.MH.JKEEH.FF.. A96 C98 D93 E98 F89 G98 H98 I99 J94 K93 L96 M96 
8 0 8 G....LG.ICCLAAI..MDDJK.MH.JKEEH...FF A97 C98 D93 E98 F91 G98 H98 I98 J94 K93 L96 M96 
8 0 8 ..I..LG.ICCLGAAK..DDJK..H.JEEMH.FF.M A96 C98 D93 E99 F91 G97 H98 I99 J96 K94 L96 M98 
