11 0 11 HBBL..H.JLCCI.JAAMI.KDDM..KEEN.FF..N 
10 0 10 HBBL..H.JLCCI.JAAMI.KDDM..KEEN...FFN F98 
9 0 9 HBBL..H.JLCCI.JAAMI..DDM..KEEN..KFFN F98 K99 
8 0 8 HBBL..H.JLCC..JAAM...DDMI.KEENI.KFFN F98 I98 K99 
7 0 7 .BBL..H.JLCCH.JAAM...DDMI.KEENI.KFFN F98 H99 I98 K99 
7 0 7 .BBL..H.JLCCH.JAAMI..DDMI.KEEN..KFFN F98 H99 I97 K99 
7 0 7 BB.L..H.JLCCH.JAAM...DDMI.KEENI.KFFN B99 F98 H99 I98 K99 
7 0 7 BB.L..H.JLCCH.JAAM..KDDMI.KEENI..FFN B99 F98 H99 I98 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENI..FFN B99 F98 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENIFF..N B99 F96 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCH..AAM..KDDMI.KEENI.FF.N B99 F97 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCHAA..M..KDDMI.KEENI..FFN A98 B99 F98 H99 I98 J99 K98 
7 0 7 BBJL..H.JLCCHAA..M...DDMI.KEENI.KFFN A98 B99 F98 H99 I98 J99 K97 
7 0 7 BBJL..H.JLCCH..AAM...DDMI.KEENI.KFFN B99 F98 H99 I98 J99 K99 
8 0 8 BBJL..H.JLCCH..AAMI..DDMI.KEEN..KFFN B99 F98 H99 I97 J99 K99 
8 0 8 BBJL..H.JLCCH..AAM.DD..MI.KEENI.KFFN B99 D98 F98 H99 I98 J99 K99 
8 0 8 BBJL..H.JLCCH..AAM..DD.MI.KEENI.KFFN B99 D99 F98 H99 I98 J99 K99 
8 0 8 BBJL....JLCCH..AAMH..DDMI.KEENI.KFFN B99 F98 H98 I98 J99 K99 
8 0 8 BBJL..H.JLCCHAA..MI..DDMI.KEEN..KFFN A98 B99 F98 H99 I97 J99 K97 
8 0 8 BBJL..H.JLCCHAA..M.DD..MI.KEENI.KFFN A98 B99 D98 F98 H99 I98 J99 K97 
8 0 8 BBJ...H.J.CCHAAL.M.DDL.MI.KEENI.KFFN A98 B99 D98 F98 H99 I98 J99 K97 L98 
8 0 8 BBJ...H.JCC.HAAL.M.DDL.MI.KEENI.KFFN A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 
8 0 8 BBJ..MH.JCCMHAAL...DDL..I.KEENI.KFFN A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.KEE.I.KFF. A98 B99 C99 D98 F98 H99 I98 J99 K97 L98 M98 N98 
7 0 7 BBJ..MH.JCCMHAAL.N.DDL.NI.KEE.I.K.FF A98 B99 C99 D98 F97 H99 I98 J99 K97 L98 M98 N98 
6 0 6 H.JBB.H.JCCMAA.L.MDD.L..I.KEENI.KFFN A93 B96 C99 D97 E98 F94 H98 I98 J97 K97 L96 M97 N96 
6 0 6 H.JBB.H.JCCMAA.L.MDDKL.NI.KEENI..FF. A93 B96 C99 D97 E98 F94 H98 I98 J97 K96 L96 M97 N97 
6 0 6 H.JBBMH.JCCMAA.L..DD.L.NI.KEENI.KFF. A93 B96 C99 D97 E98 F94 H98 I98 J97 K97 L96 M96 N97 
6 0 6 H..BB.H.JCCMAAJL.MDD.L.NI.KEENI.KFF. A93 B96 C99 D97 E98 F94 H98 I98 J96 K97 L96 M97 N97 
6 0 6 H.J.BBH.JCCMAA.L.MDD.L.NI.KEENI.KFF. A93 B95 C99 D97 E98 F94 H98 I98 J97 K97 L96 M97 N97 
6 0 6 H.JBB.H.JCCM.AAL.MDD.L.NI.KEENI.K.FF A94 B96 C99 D97 E98 F93 H98 I98 J97 K97 L96 M97 N97 
6 0 6 H.JBB.H.JCCM.AAL.MDD.L..I.KEENI.KFFN A94 B96 C99 D97 E98 F94 H98 I98 J97 K97 L96 M97 N96 
6 0 6 H.JBB.H.JCCM.AAL.MDDKL.NI.KEENI..FF. A94 B96 C99 D97 E98 F94 H98 I98 J97 K96 L96 M97 N97 
6 0 6 ..JBB.H.JCCMHAAL.MDD.L.NI.KEENI.KFF. A94 B96 C99 D97 E98 F94 H97 I98 J97 K97 L96 M97 N97 
6 0 6 H.J.BBH.JCCM.AAL.MDD.L.NI.KEENI.KFF. A94 B95 C99 D97 E98 F94 H98 I98 J97 K97 L96 M97 N97 
6 0 6 H.JBB.H.JCCM.AAL.M.DDL..I.KEENI.KFFN A94 B96 C99 D98 E98 F94 H98 I98 J97 K97 L96 M97 N96 
6 0 6 H.JBB.H.JCCM.AAL.MIDDL.NI.KEEN..KFF. A94 B96 C99 D98 E98 F94 H98 I97 J97 K97 L96 M97 N97 
6 0 6 ..JBB.H.JCCMHAAL.M.DDL.NI.KEENI.KFF. A94 B96 C99 D98 E98 F94 H97 I98 J97 K97 L96 M97 N97 
6 0 6 H.J.BBH.JCCM.AAL.M.DDL.NI.KEENI.KFF. A94 B95 C99 D98 E98 F94 H98 I98 J97 K97 L96 M97 N97 
6 0 6 H.JBBMH.JCCM.AAL..DD.L.NI.KEENI.KFF. A94 B96 C99 D97 E98 F94 H98 I98 J97 K97 L96 M98 N97 
6 0 6 H.JBBMH.JCCMAA.L...DDL.NI.KEENI.KFF. A93 B96 C99 D98 E98 F94 H98 I98 J97 K97 L96 M98 N97 
6 0 6 H.JBBMH.JCCM.AAL..DD.L.NI.KEENI.K.FF A94 B96 C99 D97 E98 F95 H98 I98 J97 K97 L96 M98 N97 
6 0 6 H.JBBMH.JCCMAA.L...DDL.NI.KEENI.K.FF A93 B96 C99 D98 E98 F95 H98 I98 J97 K97 L96 M98 N97 
6 0 6 H.JBB.H.JCCM.AAL.M.DDL.NI.KEENI.K.FF A94 B96 C99 D98 E98 F95 H98 I98 J97 K97 L96 M97 N97 
6 0 6 H.JBBMH.JCCM.AAL.NDD.L.NI.KEE.I.K.FF A94 B96 C99 D97 E98 F95 H98 I98 J97 K97 L96 M98 N98 
6 0 6 H.JBBMH.JCCMAA.L.N.DDL.NI.KEE.I.K.FF A93 B96 C99 D98 E98 F95 H98 I98 J97 K97 L96 M98 N98 
6 0 6 H.JBBMH.JCCM.AAL.NDD.L.NI.K.EEI.K.FF A94 B96 C99 D97 E99 F95 H98 I98 J97 K97 L96 M98 N98 
6 0 6 H.JBBMH.JCCMAA.L.N.DDL.NI.K.EEI.K.FF A93 B96 C99 D98 E99 F95 H98 I98 J97 K97 L96 M98 N98 
6 0 6 H.JBBMH.JCCM.AAL.N.DDL.NI.KEE.I.KFF. A94 B96 C99 D98 E98 F96 H98 I98 J97 K97 L96 M98 N98 
6 0 6 H.JBBMH.JCCM.AAL.NDD.L.NI.K.EEI.KFF. A94 B96 C99 D97 E99 F96 H98 I98 J97 K97 L96 M98 N98 
6 0 6 H.JBBMH.JCCMAA.L.N.DDL.NI.K.EEI.KFF. A93 B96 C99 D98 E99 F96 H98 I98 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCMAA.L.NIDDL.NI.K.EE..KFF. A93 B96 C99 D98 E99 F96 H98 I97 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCMAA...N.DDL.NI.KLEEI.KFF. A93 B96 C99 D98 E99 F96 H98 I98 J97 K97 L95 M98 N98 
7 0 7 H.JBBMH.JCCM.AAL.NDDKL.NI.K.EEI..FF. A94 B96 C99 D97 E99 F96 H98 I98 J97 K96 L96 M98 N98 
7 0 7 H.JBBMH.JCCM.AA..NDD.L.NI.KLEEI.KFF. A94 B96 C99 D97 E99 F96 H98 I98 J97 K97 L95 M98 N98 
7 0 7 H.JBBMH.JCCM.AAL.NIDDL.NI.KEE...KFF. A94 B96 C99 D98 E98 F96 H98 I97 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCMAA.L.NIDDL.NI.K.EE..K.FF A93 B96 C99 D98 E99 F95 H98 I97 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCM.AAL.NDDKL.NI.K.EEI...FF A94 B96 C99 D97 E99 F95 H98 I98 J97 K96 L96 M98 N98 
7 0 7 ..JBBMH.JCCMHAAL.NDD.L.NI.K.EEI.K.FF A94 B96 C99 D97 E99 F95 H97 I98 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCMAA.L.NIDDL.NI.KEE...K.FF A93 B96 C99 D98 E98 F95 H98 I97 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCM.AAL.NDDKL.NI.KEE.I...FF A94 B96 C99 D97 E98 F95 H98 I98 J97 K96 L96 M98 N98 
7 0 7 ..JBBMH.JCCMHAAL.NDD.L.NI.KEE.I.K.FF A94 B96 C99 D97 E98 F95 H97 I98 J97 K97 L96 M98 N98 
7 0 7 H.JBBMH.JCCMAA.L..IDDL.NI.KEEN..K.FF A93 B96 C99 D98 E98 F95 H98 I97 J97 K97 L96 M98 N97 
7 0 7 H.JBBMH.JCCM.AAL..DDKL.NI.KEENI...FF A94 B96 C99 D97 E98 F95 H98 I98 J97 K96 L96 M98 N97 
7 0 7 ..JBBMH.JCCMHAAL..DD.L.NI.KEENI.K.FF A94 B96 C99 D97 E98 F95 H97 I98 J97 K97 L96 M98 N97 
7 0 7 H.J.BBH.JCCM.AAL.M.DDL.NI.KEENI.K.FF A94 B95 C99 D98 E98 F93 H98 I98 J97 K97 L96 M97 N97 
7 0 7 ..JBB.H.JCCMHAAL.M.DDL.NI.KEENI.K.FF A94 B96 C99 D98 E98 F93 H97 I98 J97 K97 L96 M97 N97 
7 0 7 ..J.BBH.JCCMHAAL.M.DDL.NI.KEENI.KFF. A94 B95 C99 D98 E98 F94 H97 I98 J97 K97 L96 M97 N97 
7 0 7 H.JBB.H.JCCM.AAL.MIDDL.NI.KEEN..K.FF A94 B96 C99 D98 E98 F93 H98 I97 J97 K97 L96 M97 N97 
7 0 7 ..JBB.H.JCCMHAAL.MIDDL.NI.KEEN..KFF. A94 B96 C99 D98 E98 F94 H97 I97 J97 K97 L96 M97 N97 
7 0 7 H.J.BBH.JCCM.AAL.MIDDL.NI.KEEN..KFF. A94 B95 C99 D98 E98 F94 H98 I97 J97 K97 L96 M97 N97 
7 0 7 H.JBB.H.JCCM.AAL.MIDDL..I.KEEN..KFFN A94 B96 C99 D98 E98 F94 H98 I97 J97 K97 L96 M97 N96 
7 0 7 ..JBB.H.JCCMHAAL.M.DDL..I.KEENI.KFFN A94 B96 C99 D98 E98 F94 H97 I98 J97 K97 L96 M97 N96 
7 0 7 ..JBBMH.JCCMHAAL..DD.L.NI.KEENI.KFF. A94 B96 C99 D97 E98 F94 H97 I98 J97 K97 L96 M96 N97 
7 0 7 ..J.BBH.JCCMHAAL.MDD.L.NI.KEENI.KFF. A94 B95 C99 D97 E98 F94 H97 I98 J97 K97 L96 M97 N97 
7 0 7 H.JBBMH.JCCM.AAL..DDKL.NI.KEENI..FF. A94 B96 C99 D97 E98 F94 H98 I98 J97 K96 L96 M96 N97 
7 0 7 ..JBB.H.JCCMHAAL.MDDKL.NI.KEENI..FF. A94 B96 C99 D97 E98 F94 H97 I98 J97 K96 L96 M97 N97 
7 0 7 ..JBB.H.JCCMHAAL.MDD.L..I.KEENI.KFFN A94 B96 C99 D97 E98 F94 H97 I98 J97 K97 L96 M97 N96 
7 0 7 H.JBB.H.JCCM.AAL.MDDKL.NI.KEENI...FF A94 B96 C99 D97 E98 F93 H98 I98 J97 K96 L96 M97 N97 
7 0 7 ..JBB.H.JCCMHAAL.MDD.L.NI.KEENI.K.FF A94 B96 C99 D97 E98 F93 H97 I98 J97 K97 L96 M97 N97 
7 0 7 H.J.BBH.JCCM.AAL.MDD.L.NI.KEENI.K.FF A94 B95 C99 D97 E98 F93 H98 I98 J97 K97 L96 M97 N97 
7 0 7 H.JBBMH.JCCMAA.L..DDKL.NI.KEENI..FF. A93 B96 C99 D97 E98 F94 H98 I98 J97 K96 L96 M96 N97 
7 0 7 H..BB.H.JCCMAAJL.MDDKL.NI.KEENI..FF. A93 B96 C99 D97 E98 F94 H98 I98 J96 K96 L96 M97 N97 
7 0 7 H..BB.H.JCCMAAJL.MDD.L..I.KEENI.KFFN A93 B96 C99 D97 E98 F94 H98 I98 J96 K97 L96 M97 N96 
7 0 7 H.J.BBH.JCCMAA.L.MDD.L.NI.KEENI.K.FF A93 B95 C99 D97 E98 F93 H98 I98 J97 K97 L96 M97 N97 
7 0 7 H..BBMH.JCCMAAJL..DDKL.NI.KEENI..FF. A93 B96 C99 D97 E98 F94 H98 I98 J96 K96 L96 M96 N97 
7 0 7 H..BBMH.JCCMAAJL..DDKL..I.KEENI..FFN A93 B96 C99 D97 E98 F94 H98 I98 J96 K96 L96 M96 N96 
7 0 7 H..BBMH..CCMAAJL..DDJL.NI.KEENI.KFF. A93 B96 C99 D97 E98 F94 H98 I98 J95 K97 L96 M96 N97 
7 0 7 H..BBMHCC..MAAJL..DDJL.NI.KEENI.KFF. A93 B96 C97 D97 E98 F94 H98 I98 J95 K97 L96 M96 N97 
7 0 7 H..BBMHCC..MAAJL..DDJL.NI.KEENI.K.FF A93 B96 C97 D97 E98 F93 H98 I98 J95 K97 L96 M96 N97 
7 0 7 H..BBMHCC..MAAJL.NDDJL.NI.KEE.I.K.FF A93 B96 C97 D97 E98 F93 H98 I98 J95 K97 L96 M96 N96 
7 0 7 HBB..MHCC..MAAJL.NDDJL.NI.KEE.I.K.FF A93 B94 C97 D97 E98 F93 H98 I98 J95 K97 L96 M96 N96 
7 0 7 HBB..MHCC..MAAJL.NDDJL.NI.KEE.I.KFF. A93 B94 C97 D97 E98 F92 H98 I98 J95 K97 L96 M96 N96 
7 0 7 H.BB.MHCC..MAAJL.NDDJL.NI.KEE.I.KFF. A93 B93 C97 D97 E98 F92 H98 I98 J95 K97 L96 M96 N96 
7 0 7 H.BB.MHCC..MAAJL.NDDJL.NI.KEE.I.K.FF A93 B95 C97 D97 E98 F93 H98 I98 J95 K97 L96 M96 N96 
7 0 7 HBB..MHCC..MAAJL..DDJL.NI.KEENI.K.FF A93 B94 C97 D97 E98 F93 H98 I98 J95 K97 L96 M96 N97 
7 0 7 H.BB.MHCC..MAAJL..DDJL.NI.KEENI.K.FF A93 B95 C97 D97 E98 F93 H98 I98 J95 K97 L96 M96 N97 
7 0 7 H..BBMHCC..MAAJL.NDDJL.NI.KEE.I.KFF. A93 B96 C97 D97 E98 F94 H98 I98 J95 K97 L96 M96 N96 
7 0 7 H..BB.HCC..MAAJL.MDDJL.NI.KEENI.KFF. A93 B96 C97 D97 E98 F94 H98 I98 J95 K97 L96 M95 N97 
7 0 7 HBB...HCC..MAAJL.MDDJL.NI.KEENI.KFF. A93 B94 C97 D97 E98 F94 H98 I98 J95 K97 L96 M95 N97 
7 0 7 H.BB..HCC..MAAJL.MDDJL.NI.KEENI.KFF. A93 B95 C97 D97 E98 F94 H98 I98 J95 K97 L96 M95 N97 
7 0 7 HBB..MHCC..MAAJL..DDJL.NI.KEENI.KFF. A93 B94 C97 D97 E98 F94 H98 I98 J95 K97 L96 M96 N97 
7 0 7 H.BB.MHCC..MAAJL..DDJL.NI.KEENI.KFF. A93 B95 C97 D97 E98 F94 H98 I98 J95 K97 L96 M96 N97 
7 0 7 H..BBMH.JCCMAAJL.NIDDL.NI.KEE...KFF. A93 B96 C99 D98 E98 F94 H98 I97 J96 K97 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJL..DDKL.NI.KEENI...FF A93 B96 C99 D97 E98 F93 H98 I98 J96 K96 L96 M96 N97 
7 0 7 H..BB.H.JCCMAAJL.MDD.L.NI.KEENI.K.FF A93 B96 C99 D97 E98 F93 H98 I98 J96 K97 L96 M95 N97 
7 0 7 H..BBMH.JCCMAAJL.NDDKL.NI.KEE.I...FF A93 B96 C99 D97 E98 F93 H98 I98 J96 K96 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJL.NDDKL.NI.K.EEI...FF A93 B96 C99 D97 E97 F93 H98 I98 J96 K96 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJ..NDD.L.NI.KLEEI.K.FF A93 B96 C99 D97 E97 F93 H98 I98 J96 K97 L95 M96 N96 
7 0 7 H.BB.MH.JCCMAAJ..NDD.L.NI.KLEEI.KFF. A93 B95 C99 D97 E97 F92 H98 I98 J96 K97 L95 M96 N96 
7 0 7 H.BB.MH..CCMAAJL.NDDJL.NI.K.EEI.KFF. A93 B95 C99 D97 E97 F92 H98 I98 J95 K97 L96 M96 N96 
7 0 7 HBB..MH.JCCMAAJ..NDD.L.NI.KLEEI.KFF. A93 B94 C99 D97 E97 F92 H98 I98 J96 K97 L95 M96 N96 
7 0 7 HBB..MH..CCMAAJL.NDDJL.NI.K.EEI.KFF. A93 B94 C99 D97 E97 F92 H98 I98 J95 K97 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L.NDDKL.NI.K.EEI..FF. A93 B96 C99 D97 E97 F92 H98 I98 J95 K96 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L.NDDKL.NI.K.EEIFF... A93 B96 C99 D97 E97 F90 H98 I98 J95 K96 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L.NDDKL.NI.KEE.IFF... A93 B96 C99 D97 E96 F90 H98 I98 J95 K96 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L.NDDKL.NI.KEE.I.FF.. A93 B96 C99 D97 E96 F89 H98 I98 J95 K96 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L.NDDKL.NI.K.EEI.FF.. A93 B96 C99 D97 E97 F91 H98 I98 J95 K96 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA...NDD.L.NI.KLEEI.KFF. A93 B96 C99 D97 E97 F92 H98 I98 J95 K97 L95 M96 N96 
7 0 7 H.BB.MH.JCCMAAJL.N.DDL.NI.KEE.I.KFF. A93 B95 C99 D96 E96 F92 H98 I98 J96 K97 L96 M96 N96 
7 0 7 H.BB.MH..CCMAAJL.NDDJL.NI.KEE.I.KFF. A93 B95 C99 D97 E96 F92 H98 I98 J95 K97 L96 M96 N96 
7 0 7 HBB..MH..CCMAAJL..DDJL.NI.KEENI.KFF. A93 B94 C99 D97 E96 F92 H98 I98 J95 K97 L96 M96 N95 
7 0 7 H.BB.MH..CCMAAJL.NDDJL.NI.KEE.I.K.FF A93 B93 C99 D97 E96 F91 H98 I98 J95 K97 L96 M96 N96 
7 0 7 HBB...H.JCCMAAJL.MDD.L..I.KEENI.KFFN A93 B92 C99 D97 E96 F90 H98 I98 J96 K97 L96 M95 N94 
7 0 7 HBB...H.JCC.AAJL.MDD.L.MI.KEENI.KFFN A93 B92 C99 D97 E96 F90 H98 I98 J96 K97 L96 M94 N94 
7 0 7 HBB...H.J.CCAAJL.MDD.L.MI.KEENI.KFFN A93 B92 C98 D97 E96 F90 H98 I98 J96 K97 L96 M94 N94 
7 0 7 H.BB..H.J.CCAAJL.MDD.L.MI.KEENI.KFFN A93 B91 C98 D97 E96 F90 H98 I98 J96 K97 L96 M94 N94 
7 0 7 H.BB..H.JCC.AAJL.MDD.L.MI.KEENI.KFFN A93 B91 C99 D97 E96 F90 H98 I98 J96 K97 L96 M94 N94 
7 0 7 HBB...H..CCMAAJL.MDDJL.NI.KEENI.KFF. A93 B92 C99 D97 E96 F90 H98 I98 J95 K97 L96 M95 N95 
7 0 7 H.BB..H.JCCMAAJL.MDD.L..I.KEENI.KFFN A93 B93 C99 D97 E96 F90 H98 I98 J96 K97 L96 M95 N94 
7 0 7 H.BB..H..CCMAAJL.MDDJL.NI.KEENI.KFF. A93 B93 C99 D97 E96 F90 H98 I98 J95 K97 L96 M95 N95 
7 0 7 H...BBH.JCCMAAJL.MDD.L.NI.KEENI.KFF. A93 B91 C99 D97 E96 F90 H98 I98 J96 K97 L96 M95 N95 
7 0 7 H.BB.MH.JCCMAAJL..DD.L..I.KEENI.KFFN A93 B93 C99 D97 E96 F90 H98 I98 J96 K97 L96 M96 N94 
7 0 7 H.BB.MH..CCMAAJL..DDJL.NI.KEENI.KFF. A93 B93 C99 D97 E96 F90 H98 I98 J95 K97 L96 M96 N95 
7 0 7 H.BB.MH..CCMAAJL..DDJL.NI.KEENI.K.FF A93 B93 C99 D97 E96 F91 H98 I98 J95 K97 L96 M96 N95 
7 0 7 H.BB..H.JCCMAAJL.MDD.L.NI.KEENI.K.FF A93 B93 C99 D97 E96 F91 H98 I98 J96 K97 L96 M95 N95 
7 0 7 HBB..MH..CCMAAJL..DDJL.NI.KEENI.K.FF A93 B94 C99 D97 E96 F91 H98 I98 J95 K97 L96 M96 N95 
7 0 7 HBB...H.JCCMAAJL.MDD.L.NI.KEENI.K.FF A93 B94 C99 D97 E96 F91 H98 I98 J96 K97 L96 M95 N95 
7 0 7 H.BB.MH.JCCMAAJ..NDD.L.NI.KLEEI.K.FF A93 B93 C99 D97 E95 F91 H98 I98 J96 K97 L95 M96 N96 
7 0 7 H.BB.MH..CCMAAJL.NDDJL.NI.K.EEI.K.FF A93 B93 C99 D97 E95 F91 H98 I98 J95 K97 L96 M96 N96 
7 0 7 HBB..MH.JCCMAAJ..NDD.L.NI.KLEEI.K.FF A93 B94 C99 D97 E95 F91 H98 I98 J96 K97 L95 M96 N96 
7 0 7 HBB..MH..CCMAAJL.NDDJL.NI.K.EEI.K.FF A93 B94 C99 D97 E95 F91 H98 I98 J95 K97 L96 M96 N96 
7 0 7 HBB..MH..CCMAAJL.NDDJL.NI.KEE.I.K.FF A93 B94 C99 D97 E96 F91 H98 I98 J95 K97 L96 M96 N96 
7 0 7 HBB..MH.JCCMAAJL..DD.L..I.KEENI.KFFN A93 B94 C99 D97 E96 F92 H98 I98 J96 K97 L96 M96 N94 
7 0 7 HBB..MH.JCCMAAJL.N.DDL.NI.KEE.I.KFF. A93 B94 C99 D96 E96 F92 H98 I98 J96 K97 L96 M96 N96 
7 0 7 HBB..MH..CCMAAJL.NDDJL.NI.KEE.I.KFF. A93 B94 C99 D97 E96 F92 H98 I98 J95 K97 L96 M96 N96 
7 0 7 H.JBBMH.JCCM.AAL.NDDKL.NI.KEE.I..FF. A92 B96 C99 D97 E96 F92 H98 I98 J95 K96 L96 M96 N96 
7 0 7 ..JBBMH.JCCMHAAL.NDD.L.NI.KEE.I.KFF. A92 B96 C99 D97 E96 F92 H97 I98 J95 K97 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L.NIDDL.NI.KEE...KFF. A93 B96 C99 D96 E96 F92 H98 I97 J95 K97 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L..DDKL.NI.KEENI...FF A93 B96 C99 D97 E96 F91 H98 I98 J95 K96 L96 M96 N95 
7 0 7 H..BBMH..CCMAAJL..DDJL.NI.KEENI.K.FF A93 B96 C99 D97 E96 F91 H98 I98 J93 K97 L96 M96 N95 
7 0 7 H.JBBMH.JCCMAA.L.NDDKL.NI.K.EEI...FF A93 B96 C99 D97 E95 F91 H98 I98 J95 K96 L96 M96 N96 
7 0 7 H..BBMH..CCMAAJL.NDDJL.NI.K.EEI.K.FF A93 B96 C99 D97 E95 F91 H98 I98 J93 K97 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L.NDDKL.NI.KEE.I...FF A93 B96 C99 D97 E96 F91 H98 I98 J95 K96 L96 M96 N96 
7 0 7 H..BBMH..CCMAAJL.NDDJL.NI.KEE.I.K.FF A93 B96 C99 D97 E96 F91 H98 I98 J93 K97 L96 M96 N96 
7 0 7 H.JBBMH.JCCMAA.L.NDDKL.NI.KEE.I..FF. A93 B96 C99 D97 E96 F92 H98 I98 J95 K96 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJL.NDDKL.NI.KEE.I..FF. A93 B96 C99 D97 E96 F92 H98 I98 J96 K96 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJL..DD.L..I.KEENI.KFFN A93 B96 C99 D97 E96 F92 H98 I98 J96 K97 L96 M96 N94 
7 0 7 H..BBMH..CCMAAJL.NDDJL.NI.KEE.I.KFF. A93 B96 C99 D97 E96 F92 H98 I98 J95 K97 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJL.NDDKL.NI.K.EEI..FF. A93 B96 C99 D97 E97 F92 H98 I98 J96 K96 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJ..NDD.L.NI.KLEEI.KFF. A93 B96 C99 D97 E97 F92 H98 I98 J96 K97 L95 M96 N96 
7 0 7 H..BBMH..CCMAAJL.NDDJL.NI.K.EEI.KFF. A93 B96 C99 D97 E97 F92 H98 I98 J95 K97 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJL.NIDDL.NI.K.EE..KFF. A93 B96 C99 D98 E97 F92 H98 I97 J96 K97 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJ..N.DDL.NI.KLEEI.KFF. A93 B96 C99 D98 E97 F92 H98 I98 J96 K97 L95 M96 N96 
7 0 7 HBB..MH.JCCMAAJL.N.DDL.NI.K.EEI.KFF. A93 B94 C99 D98 E97 F92 H98 I98 J96 K97 L96 M96 N96 
7 0 7 H.BB.MH.JCCMAAJL.N.DDL.NI.K.EEI.KFF. A93 B95 C99 D98 E97 F92 H98 I98 J96 K97 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJL.NIDDL.NI.K.EE..K.FF A93 B96 C99 D98 E97 F93 H98 I97 J96 K97 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJ..N.DDL.NI.KLEEI.K.FF A93 B96 C99 D98 E97 F93 H98 I98 J96 K97 L95 M96 N96 
7 0 7 HBB..MH.JCCMAAJL.N.DDL.NI.K.EEI.K.FF A93 B94 C99 D98 E97 F93 H98 I98 J96 K97 L96 M96 N96 
7 0 7 H.BB.MH.JCCMAAJL.N.DDL.NI.K.EEI.K.FF A93 B95 C99 D98 E97 F93 H98 I98 J96 K97 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJL.NIDDL.NI.KEE...K.FF A93 B96 C99 D98 E98 F93 H98 I97 J96 K97 L96 M96 N96 
7 0 7 HBB..MH.JCCMAAJL.N.DDL.NI.KEE.I.K.FF A93 B94 C99 D98 E98 F93 H98 I98 J96 K97 L96 M96 N96 
7 0 7 H.BB.MH.JCCMAAJL.N.DDL.NI.KEE.I.K.FF A93 B95 C99 D98 E98 F93 H98 I98 J96 K97 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJL..IDDL.NI.KEEN..K.FF A93 B96 C99 D98 E98 F93 H98 I97 J96 K97 L96 M96 N97 
7 0 7 HBB..MH.JCCMAAJL...DDL.NI.KEENI.K.FF A93 B94 C99 D98 E98 F93 H98 I98 J96 K97 L96 M96 N97 
7 0 7 H.BB.MH.JCCMAAJL...DDL.NI.KEENI.K.FF A93 B95 C99 D98 E98 F93 H98 I98 J96 K97 L96 M96 N97 
7 0 7 H..BBMH.JCCMAAJL...DDL..I.KEENI.KFFN A93 B96 C99 D98 E98 F94 H98 I98 J96 K97 L96 M96 N96 
7 0 7 H..BBMH.JCCMAAJL..IDDL.NI.KEEN..KFF. A93 B96 C99 D98 E98 F94 H98 I97 J96 K97 L96 M96 N97 
7 0 7 HBB..MH.JCCMAAJL...DDL.NI.KEENI.KFF. A93 B94 C99 D98 E98 F94 H98 I98 J96 K97 L96 M96 N97 
7 0 7 H.BB.MH.JCCMAAJL...DDL.NI.KEENI.KFF. A93 B95 C99 D98 E98 F94 H98 I98 J96 K97 L96 M96 N97 
7 0 7 H...BBH.JCCMAAJL.M.DDL.NI.KEENI.KFF. A93 B95 C99 D98 E98 F94 H98 I98 J96 K97 L96 M97 N97 
